Title2,Title_URL,Number,Number1,Number2,cardschool__departmentsc19lmz2k0,cardschool__schoolsc19lmz2k1,cardfeedback__cardfeedbackitemlq6nix1,cardfeedback__cardfeedbackitemlq6nix13,cardfeedback__cardfeedbackitemlq6nix14,cardfeedback__cardfeedbackitemlq6nix15,Field
Szymon Stojek,https://www.ratemyprofessors.com/professor/2457045,QUALITY,,0 ratings,Political Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
William Curatolo,https://www.ratemyprofessors.com/professor/2457273,QUALITY,5,1 ratings,Mathematics,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Livia Corsi,https://www.ratemyprofessors.com/professor/2457393,QUALITY,,6 ratings,Mathematics,Emory University,"17%
would take again",17%,"4.7
level of difficulty",4.7,1.7
Jennifer Vanderlaan,https://www.ratemyprofessors.com/professor/2462139,QUALITY,,0 ratings,Nursing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Todd Preuss,https://www.ratemyprofessors.com/professor/2462633,QUALITY,,1 ratings,Anthropology,Emory University,"100%
would take again",100%,"3
level of difficulty",3,3
Sofia Guzzetti,https://www.ratemyprofessors.com/professor/2465394,QUALITY,,1 ratings,Mathematics,Emory University,"0%
would take again",0%,"5
level of difficulty",5,3
Scott Blanck,https://www.ratemyprofessors.com/professor/2465418,QUALITY,5,1 ratings,Business,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Donald Lee,https://www.ratemyprofessors.com/professor/2465419,QUALITY,5,1 ratings,Business,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Stephen Stuk,https://www.ratemyprofessors.com/professor/2465422,QUALITY,,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Thomas Smith,https://www.ratemyprofessors.com/professor/2466170,QUALITY,,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Klaas Baks,https://www.ratemyprofessors.com/professor/2466340,QUALITY,4.5,2 ratings,Business,Emory University,"100%
would take again",100%,"4
level of difficulty",4,4.5
Benjamin Twagira,https://www.ratemyprofessors.com/professor/2378846,QUALITY,4.3,4 ratings,History,Emory University,"75%
would take again",75%,"2
level of difficulty",2,4.3
Lori Teague,https://www.ratemyprofessors.com/professor/2379290,QUALITY,,1 ratings,Physical Education,Emory University,"0%
would take again",0%,"3
level of difficulty",3,3
William Kelly,https://www.ratemyprofessors.com/professor/2379475,QUALITY,4,4 ratings,Biology,Emory University,"88%
would take again",88%,"3.3
level of difficulty",3.3,4
Richard Talman,https://www.ratemyprofessors.com/professor/2379651,QUALITY,4,1 ratings,Physical Education,Emory University,"100%
would take again",100%,"1
level of difficulty",1,4
April Brown,https://www.ratemyprofessors.com/professor/2380661,QUALITY,,0 ratings,Psychology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Rachel Diamond,https://www.ratemyprofessors.com/professor/2382088,QUALITY,,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Michael Thees,https://www.ratemyprofessors.com/professor/2382090,QUALITY,,0 ratings,Physics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Peter Little,https://www.ratemyprofessors.com/professor/2383828,QUALITY,,0 ratings,Anthropology,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Tayari Jones,https://www.ratemyprofessors.com/professor/2383836,QUALITY,,0 ratings,Writing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Irene Browne,https://www.ratemyprofessors.com/professor/2395944,QUALITY,,0 ratings,Sociology,Emory University,"50%
would take again",50%,"0
level of difficulty",0,0
Stacy Lafley,https://www.ratemyprofessors.com/professor/2400097,QUALITY,4.7,3 ratings,Physical Education,Emory University,"100%
would take again",100%,"1
level of difficulty",1,4.7
John Bugge,https://www.ratemyprofessors.com/professor/2426683,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Justin Hosbey,https://www.ratemyprofessors.com/professor/2427222,QUALITY,4.8,5 ratings,Anthropology,Emory University,"100%
would take again",100%,"2
level of difficulty",2,4.8
Kenneth Hornbeck,https://www.ratemyprofessors.com/professor/2429242,QUALITY,4.5,2 ratings,Health Science,Emory University,"67%
would take again",67%,"1.5
level of difficulty",1.5,4.5
Daniel Sanchez,https://www.ratemyprofessors.com/professor/2433266,QUALITY,,5 ratings,Spanish,Emory University,"60%
would take again",60%,"3
level of difficulty",3,3.6
Kendra Taylor,https://www.ratemyprofessors.com/professor/2436486,QUALITY,,3 ratings,Business,Emory University,"0%
would take again",0%,"2.7
level of difficulty",2.7,1.3
Drew Williams,https://www.ratemyprofessors.com/professor/2528042,QUALITY,,0 ratings,Physical Education,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Egan Kattenberg,https://www.ratemyprofessors.com/professor/2528044,QUALITY,,0 ratings,Health Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Daniel Waggoner,https://www.ratemyprofessors.com/professor/2528095,QUALITY,5,1 ratings,Economics,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Kevin Coyne,https://www.ratemyprofessors.com/professor/2528628,QUALITY,,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Joni Webster,https://www.ratemyprofessors.com/professor/2532007,QUALITY,,0 ratings,Sociology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Matthew Rankin,https://www.ratemyprofessors.com/professor/2532012,QUALITY,5,1 ratings,Sociology,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Suyun Choi,https://www.ratemyprofessors.com/professor/2532265,QUALITY,5,2 ratings,Women's Studies,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5,5
Katie Condon,https://www.ratemyprofessors.com/professor/2532414,QUALITY,5,3 ratings,English,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,5
Rhia Kilpatrick,https://www.ratemyprofessors.com/professor/2532839,QUALITY,,0 ratings,Languages,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
John DAmico,https://www.ratemyprofessors.com/professor/2537802,QUALITY,5,3 ratings,French,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3,5
Longmei Shu,https://www.ratemyprofessors.com/professor/2540244,QUALITY,,3 ratings,Mathematics,Emory University,"0%
would take again",0%,"3
level of difficulty",3,1.3
Arun Jones,https://www.ratemyprofessors.com/professor/2540676,QUALITY,,0 ratings,Religion,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Christopher Slover,https://www.ratemyprofessors.com/professor/2541273,QUALITY,,0 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
James Szewczyk,https://www.ratemyprofessors.com/professor/2542097,QUALITY,,0 ratings,Political Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Alexander Mendes,https://www.ratemyprofessors.com/professor/2542202,QUALITY,5,1 ratings,French,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Sujeong Choi,https://www.ratemyprofessors.com/professor/2544938,QUALITY,5,1 ratings,Languages,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Charlie Goetz,https://www.ratemyprofessors.com/professor/2466341,QUALITY,,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Cassie Hendrix,https://www.ratemyprofessors.com/professor/2467203,QUALITY,,1 ratings,Psychology,Emory University,"100%
would take again",100%,"1
level of difficulty",1,3
Charles Goetz,https://www.ratemyprofessors.com/professor/2468167,QUALITY,,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Robert Kelly,https://www.ratemyprofessors.com/professor/2468168,QUALITY,5,1 ratings,Business,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Conor McNally,https://www.ratemyprofessors.com/professor/2468169,QUALITY,,0 ratings,Business,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Lyle Fogarty,https://www.ratemyprofessors.com/professor/2468170,QUALITY,,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Roy Black,https://www.ratemyprofessors.com/professor/2468171,QUALITY,,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Leila Rieder,https://www.ratemyprofessors.com/professor/2470000,QUALITY,5,1 ratings,Biology,Emory University,"75%
would take again",75%,"3
level of difficulty",3,5
Peter Topping,https://www.ratemyprofessors.com/professor/2471221,QUALITY,,0 ratings,Management,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Ben Miller,https://www.ratemyprofessors.com/professor/2471838,QUALITY,,0 ratings,Quantitative Theory & Methods,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Nicholas Valerio,https://www.ratemyprofessors.com/professor/2472011,QUALITY,5,2 ratings,Business,Emory University,"100%
would take again",100%,"1
level of difficulty",1,5
David Cleeton,https://www.ratemyprofessors.com/professor/2473119,QUALITY,,0 ratings,Economics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Rosemarie Garland-Thomson,https://www.ratemyprofessors.com/professor/2474725,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
William Tolbert,https://www.ratemyprofessors.com/professor/2474897,QUALITY,5,1 ratings,English,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Chad Cordova,https://www.ratemyprofessors.com/professor/2475108,QUALITY,4,2 ratings,French,Emory University,"100%
would take again",100%,"4
level of difficulty",4,4
Joyce Ho,https://www.ratemyprofessors.com/professor/2475968,QUALITY,,0 ratings,Computer Science,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Christina Tzeng,https://www.ratemyprofessors.com/professor/2477069,QUALITY,4.8,6 ratings,Psychology,Emory University,"100%
would take again",100%,"2
level of difficulty",2,4.8
Sangeun Lim,https://www.ratemyprofessors.com/professor/2477147,QUALITY,4,1 ratings,Languages,Emory University,"100%
would take again",100%,"2
level of difficulty",2,4
Lauren Bertin,https://www.ratemyprofessors.com/professor/2479242,QUALITY,,0 ratings,Psychology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Michael Moon,https://www.ratemyprofessors.com/professor/2484147,QUALITY,5,1 ratings,Women's Studies,Emory University,"100%
would take again",100%,"1
level of difficulty",1,5
Jackson Morrow,https://www.ratemyprofessors.com/professor/2490151,QUALITY,5,3 ratings,Mathematics,Emory University,"100%
would take again",100%,"1.7
level of difficulty",1.7,5
Fade Eadeh,https://www.ratemyprofessors.com/professor/2493151,QUALITY,,1 ratings,Business,Emory University,"100%
would take again",100%,"3
level of difficulty",3,3
Paul Moon,https://www.ratemyprofessors.com/professor/2502328,QUALITY,4.4,7 ratings,Psychology,Emory University,"94%
would take again",94%,"2.7
level of difficulty",2.7,4.4
Charles Ferris,https://www.ratemyprofessors.com/professor/2502627,QUALITY,4.1,8 ratings,Psychology,Emory University,"75%
would take again",75%,"3.2
level of difficulty",3.2,4.1
Gordon Berman,https://www.ratemyprofessors.com/professor/2508146,QUALITY,,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Michael Caudle,https://www.ratemyprofessors.com/professor/2515452,QUALITY,,0 ratings,Health Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Paul Fowler,https://www.ratemyprofessors.com/professor/2516187,QUALITY,,0 ratings,Law,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Corey Dortch,https://www.ratemyprofessors.com/professor/2520774,QUALITY,,0 ratings,Business Administration,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Kelivn Kan,https://www.ratemyprofessors.com/professor/2621032,QUALITY,,0 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Ishanika Sharma,https://www.ratemyprofessors.com/professor/2622821,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Cynthia Jorgensen,https://www.ratemyprofessors.com/professor/2628049,QUALITY,,0 ratings,Health Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Calli Cook,https://www.ratemyprofessors.com/professor/2631135,QUALITY,,0 ratings,Nursing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Jenny Medina,https://www.ratemyprofessors.com/professor/2639627,QUALITY,,0 ratings,Russian Studies,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Jeffrey Rosensweig,https://www.ratemyprofessors.com/professor/2642371,QUALITY,,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Rohan Palmer,https://www.ratemyprofessors.com/professor/2344133,QUALITY,,5 ratings,Psychology,Emory University,"50%
would take again",50%,"4.2
level of difficulty",4.2,2.6
Jeffrey Morrison,https://www.ratemyprofessors.com/professor/2222795,QUALITY,4.5,6 ratings,Political Science,Emory University,"100%
would take again",100%,"2
level of difficulty",2,4.5
Shannon Garland,https://www.ratemyprofessors.com/professor/2528041,QUALITY,,1 ratings,Physical Education,Emory University,"0%
would take again",0%,"1
level of difficulty",1,2
Stephen O'Connell,https://www.ratemyprofessors.com/professor/2528094,QUALITY,5,3 ratings,Economics,Emory University,"100%
would take again",100%,"3.7
level of difficulty",3.7,5
Donna Maney,https://www.ratemyprofessors.com/professor/2355483,QUALITY,,7 ratings,Biology,Emory University,"56%
would take again",56%,"3.7
level of difficulty",3.7,3
Elizabeth Newman,https://www.ratemyprofessors.com/professor/2549698,QUALITY,5,7 ratings,Mathematics,Emory University,"100%
would take again",100%,"3.4
level of difficulty",3.4,5
Sarah Markowitz,https://www.ratemyprofessors.com/professor/1511079,QUALITY,,9 ratings,Economics,Emory University,"80%
would take again",80%,"2.3
level of difficulty",2.3,3.8
Alejandra Franco,https://www.ratemyprofessors.com/professor/2651260,QUALITY,5,1 ratings,Spanish,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Syed Zaidi,https://www.ratemyprofessors.com/professor/2646680,QUALITY,,0 ratings,Middle Eastern Studies,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Noelle McAfee,https://www.ratemyprofessors.com/professor/1572006,QUALITY,,7 ratings,Philosophy,Emory University,"88%
would take again",88%,"2.7
level of difficulty",2.7,3.8
Yuliang Ji,https://www.ratemyprofessors.com/professor/2656229,QUALITY,,0 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Prema Gandhi,https://www.ratemyprofessors.com/professor/2131822,QUALITY,,3 ratings,Languages,Emory University,"67%
would take again",67%,"4
level of difficulty",4,3.7
Kaiji Chen,https://www.ratemyprofessors.com/professor/2109996,QUALITY,,17 ratings,Economics,Emory University,"82%
would take again",82%,"2.7
level of difficulty",2.7,3.3
Olivia Johnson,https://www.ratemyprofessors.com/professor/2620445,QUALITY,5,2 ratings,Sociology,Emory University,"100%
would take again",100%,"1.5
level of difficulty",1.5,5
Karen Stolley,https://www.ratemyprofessors.com/professor/1741096,QUALITY,4.7,12 ratings,Spanish,Emory University,"100%
would take again",100%,"2.1
level of difficulty",2.1,4.7
Timothy Sun,https://www.ratemyprofessors.com/professor/2529788,QUALITY,,15 ratings,Computer Science,Emory University,"7%
would take again",7%,"4.6
level of difficulty",4.6,1.7
Dieter Jaeger,https://www.ratemyprofessors.com/professor/2523506,QUALITY,4,2 ratings,Biology,Emory University,"100%
would take again",100%,"3
level of difficulty",3,4
Mi Luo,https://www.ratemyprofessors.com/professor/2486381,QUALITY,,5 ratings,Economics,Emory University,"40%
would take again",40%,"2.8
level of difficulty",2.8,2.4
Michael Miller,https://www.ratemyprofessors.com/professor/2005573,QUALITY,,46 ratings,Business,Emory University,"30%
would take again",30%,"3.7
level of difficulty",3.7,2.4
Falguni Sheth,https://www.ratemyprofessors.com/professor/2253465,QUALITY,,3 ratings,Women's Studies,Emory University,"34%
would take again",34%,"4.3
level of difficulty",4.3,3.3
Jeffrey Boatright,https://www.ratemyprofessors.com/professor/2561352,QUALITY,,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Ellie Schainker,https://www.ratemyprofessors.com/professor/2566207,QUALITY,,1 ratings,History,Emory University,"50%
would take again",50%,"3
level of difficulty",3,1
Adam Forrester,https://www.ratemyprofessors.com/professor/2566666,QUALITY,5,1 ratings,Film & Media Studies,Emory University,"100%
would take again",100%,"1
level of difficulty",1,5
Tiara Jackson,https://www.ratemyprofessors.com/professor/2570585,QUALITY,,0 ratings,Writing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Emelie Andre,https://www.ratemyprofessors.com/professor/2575280,QUALITY,,0 ratings,Physical Education,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Bayo Holsey,https://www.ratemyprofessors.com/professor/2575837,QUALITY,,2 ratings,Anthropology,Emory University,"0%
would take again",0%,"4
level of difficulty",4,1
Nsenga Burton,https://www.ratemyprofessors.com/professor/2579665,QUALITY,,0 ratings,Film,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Tahila Sasson,https://www.ratemyprofessors.com/professor/2584388,QUALITY,,0 ratings,History,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Valerie Babb,https://www.ratemyprofessors.com/professor/2585066,QUALITY,5,1 ratings,English,Emory University,"100%
would take again",100%,"4
level of difficulty",4,5
Gonzalo Vazquez-Prokopec,https://www.ratemyprofessors.com/professor/2585492,QUALITY,4,1 ratings,Biology,Emory University,"100%
would take again",100%,"2
level of difficulty",2,4
Mary Mann,https://www.ratemyprofessors.com/professor/2586299,QUALITY,5,1 ratings,English,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Calvin Warren,https://www.ratemyprofessors.com/professor/2586978,QUALITY,,0 ratings,Women's Studies,Emory University,"67%
would take again",67%,"0
level of difficulty",0,0
Navid Hashemi,https://www.ratemyprofessors.com/professor/2587707,QUALITY,4.4,9 ratings,Computer Science,Emory University,"89%
would take again",89%,"3.2
level of difficulty",3.2,4.4
Emily Gade,https://www.ratemyprofessors.com/professor/2587997,QUALITY,5,3 ratings,Political Science,Emory University,"100%
would take again",100%,"3.7
level of difficulty",3.7,5
Rachel Bath,https://www.ratemyprofessors.com/professor/2588949,QUALITY,,0 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Ioulia Fenton,https://www.ratemyprofessors.com/professor/2590814,QUALITY,,0 ratings,Anthropology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Ted Rodgers,https://www.ratemyprofessors.com/professor/1541823,QUALITY,,14 ratings,Business,Emory University,"40%
would take again",40%,"3.1
level of difficulty",3.1,3.5
Joseph Manns,https://www.ratemyprofessors.com/professor/1554643,QUALITY,,27 ratings,Psychology,Emory University,"82%
would take again",82%,"3.3
level of difficulty",3.3,3.9
Bernardo Andrade,https://www.ratemyprofessors.com/professor/2644935,QUALITY,4.5,2 ratings,Philosophy,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5,4.5
Emily Burchfield,https://www.ratemyprofessors.com/professor/2639174,QUALITY,5,2 ratings,Science,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Nathan Jui,https://www.ratemyprofessors.com/professor/1993945,QUALITY,,23 ratings,Chemistry,Emory University,"77%
would take again",77%,"3.6
level of difficulty",3.6,3.5
Rui Gao,https://www.ratemyprofessors.com/professor/2078287,QUALITY,,5 ratings,Languages,Emory University,"100%
would take again",100%,"1.6
level of difficulty",1.6,3.8
Claire Nouvet,https://www.ratemyprofessors.com/professor/134156,QUALITY,4.4,6 ratings,Languages,Emory University,"100%
would take again",100%,"4.2
level of difficulty",4.2,4.4
Adam Fristoe,https://www.ratemyprofessors.com/professor/1517774,QUALITY,4.7,8 ratings,Theater,Emory University,"100%
would take again",100%,"1.4
level of difficulty",1.4,4.7
Chris Cunningham,https://www.ratemyprofessors.com/professor/2609355,QUALITY,,0 ratings,Economics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Isabelle Meyer-Ensass,https://www.ratemyprofessors.com/professor/2614384,QUALITY,,0 ratings,English,Emory University,"100%
would take again",100%,"0
level of difficulty",0,0
Richard Hermes,https://www.ratemyprofessors.com/professor/2614682,QUALITY,5,1 ratings,English,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Diego Rojas-Baez,https://www.ratemyprofessors.com/professor/2616115,QUALITY,,0 ratings,Economics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Tiphanie Yanique,https://www.ratemyprofessors.com/professor/2616526,QUALITY,5,3 ratings,English,Emory University,"100%
would take again",100%,"4
level of difficulty",4,5
Donny Zhao,https://www.ratemyprofessors.com/professor/2621004,QUALITY,5,1 ratings,Accounting,Emory University,"100%
would take again",100%,"5
level of difficulty",5,5
belen Ibanez,https://www.ratemyprofessors.com/professor/2613955,QUALITY,,3 ratings,Philosophy,Emory University,"0%
would take again",0%,"4.3
level of difficulty",4.3,1
Christine Wollenhaup,https://www.ratemyprofessors.com/professor/2675176,QUALITY,,0 ratings,Nursing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Reshma Shah,https://www.ratemyprofessors.com/professor/2588884,QUALITY,5,1 ratings,Business Administration,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Nelson Lind,https://www.ratemyprofessors.com/professor/2290526,QUALITY,,15 ratings,Economics,Emory University,"38%
would take again",38%,"3.6
level of difficulty",3.6,2.1
Nancy Bliwise,https://www.ratemyprofessors.com/professor/74363,QUALITY,,52 ratings,Psychology,Emory University,"0%
would take again",0%,"4.3
level of difficulty",4.3,2.7
Sherryl Goodman,https://www.ratemyprofessors.com/professor/1661897,QUALITY,,13 ratings,Psychology,Emory University,"30%
would take again",30%,"4
level of difficulty",4,2.9
Megan O'Neil,https://www.ratemyprofessors.com/professor/2667571,QUALITY,5,2 ratings,Art History,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5,5
Yubin Park,https://www.ratemyprofessors.com/professor/2678961,QUALITY,,0 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Nikki Graves,https://www.ratemyprofessors.com/professor/2679002,QUALITY,,0 ratings,Business Administration,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Tehila Sasson,https://www.ratemyprofessors.com/professor/2364874,QUALITY,,2 ratings,History,Emory University,"50%
would take again",50%,"3
level of difficulty",3,3
Susan Tamasi,https://www.ratemyprofessors.com/professor/526479,QUALITY,4,35 ratings,Languages,Emory University,"74%
would take again",74%,"3.1
level of difficulty",3.1,4
Abigail Julian,https://www.ratemyprofessors.com/professor/2590927,QUALITY,5,2 ratings,Computer Science,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5,5
Barbara Lawatsch-Melton,https://www.ratemyprofessors.com/professor/2607188,QUALITY,5,2 ratings,Classics,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Michael Rich,https://www.ratemyprofessors.com/professor/2445691,QUALITY,,3 ratings,Political Science,Emory University,"67%
would take again",67%,"3.7
level of difficulty",3.7,3
Katharina Aignar,https://www.ratemyprofessors.com/professor/2682214,QUALITY,5,1 ratings,Languages,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Binna Kim,https://www.ratemyprofessors.com/professor/2230398,QUALITY,,6 ratings,Languages,Emory University,"67%
would take again",67%,"2.5
level of difficulty",2.5,3.2
Bas Peters,https://www.ratemyprofessors.com/professor/2639820,QUALITY,,4 ratings,Mathematics,Emory University,"25%
would take again",25%,"3.8
level of difficulty",3.8,2
Miriam Udel,https://www.ratemyprofessors.com/professor/2195625,QUALITY,4.5,6 ratings,Languages,Emory University,"100%
would take again",100%,"2
level of difficulty",2,4.5
Janike Ruginis,https://www.ratemyprofessors.com/professor/1932006,QUALITY,4.8,2 ratings,Spanish,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5,4.8
Joey Reiman,https://www.ratemyprofessors.com/professor/1417572,QUALITY,,6 ratings,Business,Emory University,"40%
would take again",40%,"2.2
level of difficulty",2.2,2.9
Benn Konsynski,https://www.ratemyprofessors.com/professor/2468174,QUALITY,,2 ratings,Business,Emory University,"50%
would take again",50%,"2.5
level of difficulty",2.5,3
Elena  Antoniadou,https://www.ratemyprofessors.com/professor/1921888,QUALITY,,54 ratings,Economics,Emory University,"50%
would take again",50%,"4.1
level of difficulty",4.1,2.5
Omar Rodriguez,https://www.ratemyprofessors.com/professor/2684475,QUALITY,,0 ratings,Marketing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Xi Wu,https://www.ratemyprofessors.com/professor/2686201,QUALITY,,0 ratings,Economics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Marshall Duke,https://www.ratemyprofessors.com/professor/309031,QUALITY,4.9,28 ratings,Psychology,Emory University,"100%
would take again",100%,"2.4
level of difficulty",2.4,4.9
Tim Cooper,https://www.ratemyprofessors.com/professor/2686784,QUALITY,,1 ratings,English,Emory University,"0%
would take again",0%,"3
level of difficulty",3,2
Alena Alamgir,https://www.ratemyprofessors.com/professor/2426774,QUALITY,,5 ratings,Sociology,Emory University,"60%
would take again",60%,"3.2
level of difficulty",3.2,3.4
Kirsten Widner,https://www.ratemyprofessors.com/professor/2533342,QUALITY,5,1 ratings,Political Science,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Bracht Branham,https://www.ratemyprofessors.com/professor/93141,QUALITY,,10 ratings,Philosophy,Emory University,"100%
would take again",100%,"4
level of difficulty",4,2.7
Stu Marvel,https://www.ratemyprofessors.com/professor/2379219,QUALITY,5,5 ratings,Women's Studies,Emory University,"100%
would take again",100%,"3.4
level of difficulty",3.4,5
Narasimhan Jegadeesh,https://www.ratemyprofessors.com/professor/655022,QUALITY,4.6,6 ratings,Business,Emory University,"100%
would take again",100%,"3.7
level of difficulty",3.7,4.6
Weirong Guo,https://www.ratemyprofessors.com/professor/2691485,QUALITY,,0 ratings,Sociology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Saloni Vastani,https://www.ratemyprofessors.com/professor/2672736,QUALITY,5,1 ratings,Marketing,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Sophia Leonard,https://www.ratemyprofessors.com/professor/2420089,QUALITY,,2 ratings,English,Emory University,"50%
would take again",50%,"3.5
level of difficulty",3.5,3.5
Tim Lian,https://www.ratemyprofessors.com/professor/1406045,QUALITY,,7 ratings,Chemistry,Emory University,"34%
would take again",34%,"2.7
level of difficulty",2.7,2.9
Ren Li,https://www.ratemyprofessors.com/professor/2672735,QUALITY,4.7,3 ratings,Business,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7,4.7
Lydia Fort,https://www.ratemyprofessors.com/professor/2692606,QUALITY,,0 ratings,Theater,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Lynne Nygaard,https://www.ratemyprofessors.com/professor/1934845,QUALITY,,6 ratings,Psychology,Emory University,"50%
would take again",50%,"3.7
level of difficulty",3.7,3
Eric Weeks,https://www.ratemyprofessors.com/professor/1796553,QUALITY,5,1 ratings,Physics,Emory University,"100%
would take again",100%,"4
level of difficulty",4,5
Deborah McFarland,https://www.ratemyprofessors.com/professor/2693817,QUALITY,4,1 ratings,Health Science,Emory University,"0%
would take again",0%,"3
level of difficulty",3,4
Sonal Nalkur,https://www.ratemyprofessors.com/professor/1944142,QUALITY,4.6,48 ratings,Sociology,Emory University,"90%
would take again",90%,"2.7
level of difficulty",2.7,4.6
Christoph Herpfer,https://www.ratemyprofessors.com/professor/2468173,QUALITY,4,16 ratings,Business,Emory University,"80%
would take again",80%,"4.4
level of difficulty",4.4,4
Craig Hill,https://www.ratemyprofessors.com/professor/154741,QUALITY,,6 ratings,Chemistry,Emory University,"67%
would take again",67%,"2.2
level of difficulty",2.2,1.7
