professor,Title_URL,rating,numRating,Department,cardschool__schoolsc19lmz2k1,cardfeedback__cardfeedbackitemlq6nix1,cardfeedback__cardfeedbackitemlq6nix13,cardfeedback__cardfeedbackitemlq6nix14,cardfeedback__cardfeedbackitemlq6nix15
Charlie Goetz,https://www.ratemyprofessors.com/professor/2466341,0,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Cassie Hendrix,https://www.ratemyprofessors.com/professor/2467203,3,1 ratings,Psychology,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Charles Goetz,https://www.ratemyprofessors.com/professor/2468167,0,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Robert Kelly,https://www.ratemyprofessors.com/professor/2468168,5,1 ratings,Business,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Conor McNally,https://www.ratemyprofessors.com/professor/2468169,0,0 ratings,Business,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Lyle Fogarty,https://www.ratemyprofessors.com/professor/2468170,0,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Roy Black,https://www.ratemyprofessors.com/professor/2468171,0,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Leila Rieder,https://www.ratemyprofessors.com/professor/2470000,5,1 ratings,Biology,Emory University,"75%
would take again",75%,"3
level of difficulty",3
Peter Topping,https://www.ratemyprofessors.com/professor/2471221,0,0 ratings,Management,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Ben Miller,https://www.ratemyprofessors.com/professor/2471838,0,0 ratings,Quantitative Theory & Methods,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Nicholas Valerio,https://www.ratemyprofessors.com/professor/2472011,5,2 ratings,Business,Emory University,"100%
would take again",100%,"1
level of difficulty",1
David Cleeton,https://www.ratemyprofessors.com/professor/2473119,0,0 ratings,Economics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Rosemarie Garland-Thomson,https://www.ratemyprofessors.com/professor/2474725,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
William Tolbert,https://www.ratemyprofessors.com/professor/2474897,5,1 ratings,English,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Chad Cordova,https://www.ratemyprofessors.com/professor/2475108,4,2 ratings,French,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Joyce Ho,https://www.ratemyprofessors.com/professor/2475968,0,0 ratings,Computer Science,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Christina Tzeng,https://www.ratemyprofessors.com/professor/2477069,4.8,6 ratings,Psychology,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Sangeun Lim,https://www.ratemyprofessors.com/professor/2477147,4,1 ratings,Languages,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Lauren Bertin,https://www.ratemyprofessors.com/professor/2479242,0,0 ratings,Psychology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Michael Moon,https://www.ratemyprofessors.com/professor/2484147,5,1 ratings,Women's Studies,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Jackson Morrow,https://www.ratemyprofessors.com/professor/2490151,5,3 ratings,Mathematics,Emory University,"100%
would take again",100%,"1.7
level of difficulty",1.7
Fade Eadeh,https://www.ratemyprofessors.com/professor/2493151,3,1 ratings,Business,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Paul Moon,https://www.ratemyprofessors.com/professor/2502328,4.4,7 ratings,Psychology,Emory University,"94%
would take again",94%,"2.7
level of difficulty",2.7
Charles Ferris,https://www.ratemyprofessors.com/professor/2502627,4.1,8 ratings,Psychology,Emory University,"75%
would take again",75%,"3.2
level of difficulty",3.2
Gordon Berman,https://www.ratemyprofessors.com/professor/2508146,0,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Michael Caudle,https://www.ratemyprofessors.com/professor/2515452,0,0 ratings,Health Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Paul Fowler,https://www.ratemyprofessors.com/professor/2516187,0,0 ratings,Law,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Corey Dortch,https://www.ratemyprofessors.com/professor/2520774,0,0 ratings,Business Administration,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Kelivn Kan,https://www.ratemyprofessors.com/professor/2621032,0,0 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Ishanika Sharma,https://www.ratemyprofessors.com/professor/2622821,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Cynthia Jorgensen,https://www.ratemyprofessors.com/professor/2628049,0,0 ratings,Health Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Calli Cook,https://www.ratemyprofessors.com/professor/2631135,0,0 ratings,Nursing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Jenny Medina,https://www.ratemyprofessors.com/professor/2639627,0,0 ratings,Russian Studies,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Jeffrey Rosensweig,https://www.ratemyprofessors.com/professor/2642371,0,0 ratings,Business,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Rohan Palmer,https://www.ratemyprofessors.com/professor/2344133,2.6,5 ratings,Psychology,Emory University,"50%
would take again",50%,"4.2
level of difficulty",4.2
Jeffrey Morrison,https://www.ratemyprofessors.com/professor/2222795,4.5,6 ratings,Political Science,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Shannon Garland,https://www.ratemyprofessors.com/professor/2528041,2,1 ratings,Physical Education,Emory University,"0%
would take again",0%,"1
level of difficulty",1
Stephen O'Connell,https://www.ratemyprofessors.com/professor/2528094,5,3 ratings,Economics,Emory University,"100%
would take again",100%,"3.7
level of difficulty",3.7
Donna Maney,https://www.ratemyprofessors.com/professor/2355483,3,7 ratings,Biology,Emory University,"56%
would take again",56%,"3.7
level of difficulty",3.7
Elizabeth Newman,https://www.ratemyprofessors.com/professor/2549698,5,7 ratings,Mathematics,Emory University,"100%
would take again",100%,"3.4
level of difficulty",3.4
Sarah Markowitz,https://www.ratemyprofessors.com/professor/1511079,3.8,9 ratings,Economics,Emory University,"80%
would take again",80%,"2.3
level of difficulty",2.3
Alejandra Franco,https://www.ratemyprofessors.com/professor/2651260,5,1 ratings,Spanish,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Syed Zaidi,https://www.ratemyprofessors.com/professor/2646680,0,0 ratings,Middle Eastern Studies,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Noelle McAfee,https://www.ratemyprofessors.com/professor/1572006,3.8,7 ratings,Philosophy,Emory University,"88%
would take again",88%,"2.7
level of difficulty",2.7
Yuliang Ji,https://www.ratemyprofessors.com/professor/2656229,0,0 ratings,Mathematics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Prema Gandhi,https://www.ratemyprofessors.com/professor/2131822,3.7,3 ratings,Languages,Emory University,"67%
would take again",67%,"4
level of difficulty",4
Kaiji Chen,https://www.ratemyprofessors.com/professor/2109996,3.3,17 ratings,Economics,Emory University,"82%
would take again",82%,"2.7
level of difficulty",2.7
Olivia Johnson,https://www.ratemyprofessors.com/professor/2620445,5,2 ratings,Sociology,Emory University,"100%
would take again",100%,"1.5
level of difficulty",1.5
Karen Stolley,https://www.ratemyprofessors.com/professor/1741096,4.7,12 ratings,Spanish,Emory University,"100%
would take again",100%,"2.1
level of difficulty",2.1
Timothy Sun,https://www.ratemyprofessors.com/professor/2529788,1.7,15 ratings,Computer Science,Emory University,"7%
would take again",7%,"4.6
level of difficulty",4.6
Dieter Jaeger,https://www.ratemyprofessors.com/professor/2523506,4,2 ratings,Biology,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Mi Luo,https://www.ratemyprofessors.com/professor/2486381,2.4,5 ratings,Economics,Emory University,"40%
would take again",40%,"2.8
level of difficulty",2.8
Michael Miller,https://www.ratemyprofessors.com/professor/2005573,2.4,46 ratings,Business,Emory University,"30%
would take again",30%,"3.7
level of difficulty",3.7
Falguni Sheth,https://www.ratemyprofessors.com/professor/2253465,3.3,3 ratings,Women's Studies,Emory University,"34%
would take again",34%,"4.3
level of difficulty",4.3
Jeffrey Boatright,https://www.ratemyprofessors.com/professor/2561352,0,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Ellie Schainker,https://www.ratemyprofessors.com/professor/2566207,1,1 ratings,History,Emory University,"50%
would take again",50%,"3
level of difficulty",3
Adam Forrester,https://www.ratemyprofessors.com/professor/2566666,5,1 ratings,Film & Media Studies,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Tiara Jackson,https://www.ratemyprofessors.com/professor/2570585,0,0 ratings,Writing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Emelie Andre,https://www.ratemyprofessors.com/professor/2575280,0,0 ratings,Physical Education,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Bayo Holsey,https://www.ratemyprofessors.com/professor/2575837,1,2 ratings,Anthropology,Emory University,"0%
would take again",0%,"4
level of difficulty",4
Nsenga Burton,https://www.ratemyprofessors.com/professor/2579665,0,0 ratings,Film,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Tahila Sasson,https://www.ratemyprofessors.com/professor/2584388,0,0 ratings,History,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Valerie Babb,https://www.ratemyprofessors.com/professor/2585066,5,1 ratings,English,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Gonzalo Vazquez-Prokopec,https://www.ratemyprofessors.com/professor/2585492,4,1 ratings,Biology,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Mary Mann,https://www.ratemyprofessors.com/professor/2586299,5,1 ratings,English,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Calvin Warren,https://www.ratemyprofessors.com/professor/2586978,0,0 ratings,Women's Studies,Emory University,"67%
would take again",67%,"0
level of difficulty",0
Navid Hashemi,https://www.ratemyprofessors.com/professor/2587707,4.4,9 ratings,Computer Science,Emory University,"89%
would take again",89%,"3.2
level of difficulty",3.2
Emily Gade,https://www.ratemyprofessors.com/professor/2587997,5,3 ratings,Political Science,Emory University,"100%
would take again",100%,"3.7
level of difficulty",3.7
Rachel Bath,https://www.ratemyprofessors.com/professor/2588949,0,0 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Ioulia Fenton,https://www.ratemyprofessors.com/professor/2590814,0,0 ratings,Anthropology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Ted Rodgers,https://www.ratemyprofessors.com/professor/1541823,3.5,14 ratings,Business,Emory University,"40%
would take again",40%,"3.1
level of difficulty",3.1
Joseph Manns,https://www.ratemyprofessors.com/professor/1554643,3.9,27 ratings,Psychology,Emory University,"82%
would take again",82%,"3.3
level of difficulty",3.3
Bernardo Andrade,https://www.ratemyprofessors.com/professor/2644935,4.5,2 ratings,Philosophy,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5
Emily Burchfield,https://www.ratemyprofessors.com/professor/2639174,5,2 ratings,Science,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Nathan Jui,https://www.ratemyprofessors.com/professor/1993945,3.5,23 ratings,Chemistry,Emory University,"77%
would take again",77%,"3.6
level of difficulty",3.6
Rui Gao,https://www.ratemyprofessors.com/professor/2078287,3.8,5 ratings,Languages,Emory University,"100%
would take again",100%,"1.6
level of difficulty",1.6
Claire Nouvet,https://www.ratemyprofessors.com/professor/134156,4.4,6 ratings,Languages,Emory University,"100%
would take again",100%,"4.2
level of difficulty",4.2
Adam Fristoe,https://www.ratemyprofessors.com/professor/1517774,4.7,8 ratings,Theater,Emory University,"100%
would take again",100%,"1.4
level of difficulty",1.4
Chris Cunningham,https://www.ratemyprofessors.com/professor/2609355,0,0 ratings,Economics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Isabelle Meyer-Ensass,https://www.ratemyprofessors.com/professor/2614384,0,0 ratings,English,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Richard Hermes,https://www.ratemyprofessors.com/professor/2614682,5,1 ratings,English,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Diego Rojas-Baez,https://www.ratemyprofessors.com/professor/2616115,0,0 ratings,Economics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Tiphanie Yanique,https://www.ratemyprofessors.com/professor/2616526,5,3 ratings,English,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Donny Zhao,https://www.ratemyprofessors.com/professor/2621004,5,1 ratings,Accounting,Emory University,"100%
would take again",100%,"5
level of difficulty",5
belen Ibanez,https://www.ratemyprofessors.com/professor/2613955,1,3 ratings,Philosophy,Emory University,"0%
would take again",0%,"4.3
level of difficulty",4.3
Christine Wollenhaup,https://www.ratemyprofessors.com/professor/2675176,0,0 ratings,Nursing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Reshma Shah,https://www.ratemyprofessors.com/professor/2588884,5,1 ratings,Business Administration,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Nelson Lind,https://www.ratemyprofessors.com/professor/2290526,2.1,15 ratings,Economics,Emory University,"38%
would take again",38%,"3.6
level of difficulty",3.6
Nancy Bliwise,https://www.ratemyprofessors.com/professor/74363,2.7,52 ratings,Psychology,Emory University,"0%
would take again",0%,"4.3
level of difficulty",4.3
Sherryl Goodman,https://www.ratemyprofessors.com/professor/1661897,2.9,13 ratings,Psychology,Emory University,"30%
would take again",30%,"4
level of difficulty",4
Megan O'Neil,https://www.ratemyprofessors.com/professor/2667571,5,2 ratings,Art History,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5
Yubin Park,https://www.ratemyprofessors.com/professor/2678961,0,0 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Nikki Graves,https://www.ratemyprofessors.com/professor/2679002,0,0 ratings,Business Administration,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Tehila Sasson,https://www.ratemyprofessors.com/professor/2364874,3,2 ratings,History,Emory University,"50%
would take again",50%,"3
level of difficulty",3
Susan Tamasi,https://www.ratemyprofessors.com/professor/526479,4,35 ratings,Languages,Emory University,"74%
would take again",74%,"3.1
level of difficulty",3.1
Abigail Julian,https://www.ratemyprofessors.com/professor/2590927,5,2 ratings,Computer Science,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5
Barbara Lawatsch-Melton,https://www.ratemyprofessors.com/professor/2607188,5,2 ratings,Classics,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Michael Rich,https://www.ratemyprofessors.com/professor/2445691,3,3 ratings,Political Science,Emory University,"67%
would take again",67%,"3.7
level of difficulty",3.7
Katharina Aignar,https://www.ratemyprofessors.com/professor/2682214,5,1 ratings,Languages,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Binna Kim,https://www.ratemyprofessors.com/professor/2230398,3.2,6 ratings,Languages,Emory University,"67%
would take again",67%,"2.5
level of difficulty",2.5
Bas Peters,https://www.ratemyprofessors.com/professor/2639820,2,4 ratings,Mathematics,Emory University,"25%
would take again",25%,"3.8
level of difficulty",3.8
Miriam Udel,https://www.ratemyprofessors.com/professor/2195625,4.5,6 ratings,Languages,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Janike Ruginis,https://www.ratemyprofessors.com/professor/1932006,4.8,2 ratings,Spanish,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5
Joey Reiman,https://www.ratemyprofessors.com/professor/1417572,2.9,6 ratings,Business,Emory University,"40%
would take again",40%,"2.2
level of difficulty",2.2
Benn Konsynski,https://www.ratemyprofessors.com/professor/2468174,3,2 ratings,Business,Emory University,"50%
would take again",50%,"2.5
level of difficulty",2.5
Elena  Antoniadou,https://www.ratemyprofessors.com/professor/1921888,2.5,54 ratings,Economics,Emory University,"50%
would take again",50%,"4.1
level of difficulty",4.1
Omar Rodriguez,https://www.ratemyprofessors.com/professor/2684475,0,0 ratings,Marketing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Xi Wu,https://www.ratemyprofessors.com/professor/2686201,0,0 ratings,Economics,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Marshall Duke,https://www.ratemyprofessors.com/professor/309031,4.9,28 ratings,Psychology,Emory University,"100%
would take again",100%,"2.4
level of difficulty",2.4
Tim Cooper,https://www.ratemyprofessors.com/professor/2686784,2,1 ratings,English,Emory University,"0%
would take again",0%,"3
level of difficulty",3
Alena Alamgir,https://www.ratemyprofessors.com/professor/2426774,3.4,5 ratings,Sociology,Emory University,"60%
would take again",60%,"3.2
level of difficulty",3.2
Kirsten Widner,https://www.ratemyprofessors.com/professor/2533342,5,1 ratings,Political Science,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Bracht Branham,https://www.ratemyprofessors.com/professor/93141,2.7,10 ratings,Philosophy,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Stu Marvel,https://www.ratemyprofessors.com/professor/2379219,5,5 ratings,Women's Studies,Emory University,"100%
would take again",100%,"3.4
level of difficulty",3.4
Narasimhan Jegadeesh,https://www.ratemyprofessors.com/professor/655022,4.6,6 ratings,Business,Emory University,"100%
would take again",100%,"3.7
level of difficulty",3.7
Weirong Guo,https://www.ratemyprofessors.com/professor/2691485,0,0 ratings,Sociology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Saloni Vastani,https://www.ratemyprofessors.com/professor/2672736,5,1 ratings,Marketing,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Sophia Leonard,https://www.ratemyprofessors.com/professor/2420089,3.5,2 ratings,English,Emory University,"50%
would take again",50%,"3.5
level of difficulty",3.5
Tim Lian,https://www.ratemyprofessors.com/professor/1406045,2.9,7 ratings,Chemistry,Emory University,"34%
would take again",34%,"2.7
level of difficulty",2.7
Ren Li,https://www.ratemyprofessors.com/professor/2672735,4.7,3 ratings,Business,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7
Lydia Fort,https://www.ratemyprofessors.com/professor/2692606,0,0 ratings,Theater,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Lynne Nygaard,https://www.ratemyprofessors.com/professor/1934845,3,6 ratings,Psychology,Emory University,"50%
would take again",50%,"3.7
level of difficulty",3.7
Eric Weeks,https://www.ratemyprofessors.com/professor/1796553,5,1 ratings,Physics,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Deborah McFarland,https://www.ratemyprofessors.com/professor/2693817,4,1 ratings,Health Science,Emory University,"0%
would take again",0%,"3
level of difficulty",3
Sonal Nalkur,https://www.ratemyprofessors.com/professor/1944142,4.6,48 ratings,Sociology,Emory University,"90%
would take again",90%,"2.7
level of difficulty",2.7
Christoph Herpfer,https://www.ratemyprofessors.com/professor/2468173,4,16 ratings,Business,Emory University,"80%
would take again",80%,"4.4
level of difficulty",4.4
Craig Hill,https://www.ratemyprofessors.com/professor/154741,1.7,6 ratings,Chemistry,Emory University,"67%
would take again",67%,"2.2
level of difficulty",2.2
Deboleena Roy,https://www.ratemyprofessors.com/professor/1631745,2.5,6 ratings,Women's Studies,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5
Douglas Bowman,https://www.ratemyprofessors.com/professor/2092206,2,5 ratings,Business,Emory University,"50%
would take again",50%,"2.8
level of difficulty",2.8
Patrick Herald,https://www.ratemyprofessors.com/professor/2335544,4.8,18 ratings,English,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7
Anita Corbett,https://www.ratemyprofessors.com/professor/2288580,5,2 ratings,Biology,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Andrew Mitchell,https://www.ratemyprofessors.com/professor/2452083,4.5,2 ratings,Philosophy,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5
Chip Frame,https://www.ratemyprofessors.com/professor/655034,3.6,25 ratings,Business,Emory University,"72%
would take again",72%,"2.9
level of difficulty",2.9
Michael Prietula,https://www.ratemyprofessors.com/professor/2037352,2.5,6 ratings,Business,Emory University,"50%
would take again",50%,"3.5
level of difficulty",3.5
George Yancy ,https://www.ratemyprofessors.com/professor/2088249,4.7,15 ratings,Philosophy,Emory University,"100%
would take again",100%,"1.3
level of difficulty",1.3
William Wuest,https://www.ratemyprofessors.com/professor/2355516,4,18 ratings,Chemistry,Emory University,"79%
would take again",79%,"3.4
level of difficulty",3.4
Drew Westen,https://www.ratemyprofessors.com/professor/959777,3,20 ratings,Psychology,Emory University,"50%
would take again",50%,"2.7
level of difficulty",2.7
Tyler Tennant,https://www.ratemyprofessors.com/professor/2637213,5,5 ratings,English,Emory University,"100%
would take again",100%,"1.8
level of difficulty",1.8
Kevin Crowley,https://www.ratemyprofessors.com/professor/2008789,4,2 ratings,Business,Emory University,"0%
would take again",0%,"2.5
level of difficulty",2.5
Le Chen,https://www.ratemyprofessors.com/professor/2559430,2.5,8 ratings,Mathematics,Emory University,"50%
would take again",50%,"3.1
level of difficulty",3.1
Kyle Tanaka,https://www.ratemyprofessors.com/professor/2383894,4.3,3 ratings,Philosophy,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Nathan Lee,https://www.ratemyprofessors.com/professor/2647575,5,1 ratings,Film & Media Studies,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Brandon Wicks,https://www.ratemyprofessors.com/professor/1037330,4.1,24 ratings,English,Emory University,"75%
would take again",75%,"3.5
level of difficulty",3.5
Ninon Vessier,https://www.ratemyprofessors.com/professor/2642089,5,1 ratings,French,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Thomas Gillespie,https://www.ratemyprofessors.com/professor/2249217,5,2 ratings,Science,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5
Craig Womack,https://www.ratemyprofessors.com/professor/1934818,3.3,6 ratings,English,Emory University,"100%
would take again",100%,"2.2
level of difficulty",2.2
Huw Davies,https://www.ratemyprofessors.com/professor/1439529,3.4,24 ratings,Chemistry,Emory University,"64%
would take again",64%,"3.7
level of difficulty",3.7
John Stuhr,https://www.ratemyprofessors.com/professor/1868324,4.9,8 ratings,Philosophy,Emory University,"78%
would take again",78%,"4
level of difficulty",4
William Mann,https://www.ratemyprofessors.com/professor/2620135,5,4 ratings,Business,Emory University,"100%
would take again",100%,"1.8
level of difficulty",1.8
Lisa Lee,https://www.ratemyprofessors.com/professor/1977021,4.1,11 ratings,Art History,Emory University,"91%
would take again",91%,"3.9
level of difficulty",3.9
Meina Yates-Richard,https://www.ratemyprofessors.com/professor/2667707,0,0 ratings,African-American Studies,Emory University,"67%
would take again",67%,"0
level of difficulty",0
Omar Quinonez,https://www.ratemyprofessors.com/professor/2522881,5,4 ratings,Philosophy,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3
John D'Amico,https://www.ratemyprofessors.com/professor/2590423,4.2,6 ratings,French,Emory University,"67%
would take again",67%,"2.7
level of difficulty",2.7
Abigail Droge,https://www.ratemyprofessors.com/professor/2637882,5,4 ratings,English,Emory University,"100%
would take again",100%,"2.2
level of difficulty",2.2
Teresa Davis,https://www.ratemyprofessors.com/professor/2584005,4.8,5 ratings,History,Emory University,"80%
would take again",80%,"2.6
level of difficulty",2.6
Kate Hawks,https://www.ratemyprofessors.com/professor/2645130,4.5,2 ratings,Sociology,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Hillary Rodman,https://www.ratemyprofessors.com/professor/485033,3.6,15 ratings,Psychology,Emory University,"78%
would take again",78%,"3.4
level of difficulty",3.4
Christopher Keyes,https://www.ratemyprofessors.com/professor/2623726,4.4,5 ratings,Mathematics,Emory University,"100%
would take again",100%,"4.4
level of difficulty",4.4
Tian Chan,https://www.ratemyprofessors.com/professor/2254506,4,11 ratings,Business,Emory University,"93%
would take again",93%,"3.3
level of difficulty",3.3
Isabella Alexander-Nathani,https://www.ratemyprofessors.com/professor/2105413,4.9,133 ratings,Anthropology,Emory University,"100%
would take again",100%,"3.4
level of difficulty",3.4
Diego Rojas,https://www.ratemyprofessors.com/professor/2607992,5,1 ratings,Economics,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Robert Morton,https://www.ratemyprofessors.com/professor/1770170,4.8,2 ratings,Religion,Emory University,"0%
would take again",0%,"4.5
level of difficulty",4.5
Kurt Warncke,https://www.ratemyprofessors.com/professor/1997102,3.3,20 ratings,Physics,Emory University,"60%
would take again",60%,"3.4
level of difficulty",3.4
Belen Pueyo-Ibanez,https://www.ratemyprofessors.com/professor/2674636,0,0 ratings,Philosophy,Emory University,"100%
would take again",100%,"0
level of difficulty",0
Holli Semetko,https://www.ratemyprofessors.com/professor/2065970,2.3,21 ratings,Political Science,Emory University,"28%
would take again",28%,"2
level of difficulty",2
Carrie Wickham,https://www.ratemyprofessors.com/professor/1260331,3.6,33 ratings,Political Science,Emory University,"67%
would take again",67%,"3.4
level of difficulty",3.4
Tracy Scott,https://www.ratemyprofessors.com/professor/777231,4.8,41 ratings,Sociology,Emory University,"96%
would take again",96%,"2.3
level of difficulty",2.3
Jack Barlow,https://www.ratemyprofessors.com/professor/2608875,5,3 ratings,Mathematics,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3
Marcelo Sales,https://www.ratemyprofessors.com/professor/2650433,4.7,3 ratings,Mathematics,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Michael Chiddo,https://www.ratemyprofessors.com/professor/2410857,5,3 ratings,Philosophy,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7
Joonna Trapp,https://www.ratemyprofessors.com/professor/2289869,5,5 ratings,English,Emory University,"100%
would take again",100%,"2.2
level of difficulty",2.2
Alexander Bolton,https://www.ratemyprofessors.com/professor/2271327,4.8,6 ratings,Political Science,Emory University,"100%
would take again",100%,"3.7
level of difficulty",3.7
Kimberly Wallace Sanders,https://www.ratemyprofessors.com/professor/1376203,1.6,14 ratings,Women's Studies,Emory University,"32%
would take again",32%,"2.5
level of difficulty",2.5
Kimberly Belflower,https://www.ratemyprofessors.com/professor/2644938,5,4 ratings,Theater,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Ahmed Siddiqi,https://www.ratemyprofessors.com/professor/2481997,4.5,10 ratings,Political Science,Emory University,"80%
would take again",80%,"3.6
level of difficulty",3.6
Jinho Choi,https://www.ratemyprofessors.com/professor/1996531,4.5,14 ratings,Computer Science,Emory University,"75%
would take again",75%,"3.8
level of difficulty",3.8
Natalia Bueno,https://www.ratemyprofessors.com/professor/2699001,2.8,4 ratings,Political Science,Emory University,"40%
would take again",40%,"3.5
level of difficulty",3.5
T. Cooper,https://www.ratemyprofessors.com/professor/2383837,3.5,4 ratings,Writing,Emory University,"50%
would take again",50%,"4.5
level of difficulty",4.5
Jorge Lizarzaburu,https://www.ratemyprofessors.com/professor/2389955,4.5,4 ratings,Philosophy,Emory University,"100%
would take again",100%,"2.2
level of difficulty",2.2
Mike Lewis,https://www.ratemyprofessors.com/professor/1701986,4.9,3 ratings,Business,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Anthony Healey,https://www.ratemyprofessors.com/professor/2540183,2.7,3 ratings,Sociology,Emory University,"0%
would take again",0%,"3.3
level of difficulty",3.3
Xinxin Yang,https://www.ratemyprofessors.com/professor/2457023,4,2 ratings,Languages,Emory University,"75%
would take again",75%,"1
level of difficulty",1
Weihua An,https://www.ratemyprofessors.com/professor/2482356,2,2 ratings,Sociology,Emory University,"0%
would take again",0%,"4.5
level of difficulty",4.5
Lei Fang,https://www.ratemyprofessors.com/professor/2703464,4,1 ratings,Economics,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Eric Tanenblatt,https://www.ratemyprofessors.com/professor/2601694,5,1 ratings,Political Science,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Sam Cherribi,https://www.ratemyprofessors.com/professor/1476777,4,51 ratings,Sociology,Emory University,"82%
would take again",82%,"2.3
level of difficulty",2.3
