,Class Number,Class title
1218,LAW 599A,Professionalism Program
1219,LAW 599B,Career Strategy & Design
1220,LAW 599E,JM Virtual Boot Camp
1221,LAW 599G,Residency: Online Capstone
1222,LAW 605,Alternative Dispute Resolution
1223,LAW 609L,Internat'l Commercial Arbitration
1224,LAW 617A,Advanced Commercial Real Estate
1225,LAW 620,European Union Law
1226,LAW 622A,Const'l Crim Procedure:Investigations
1227,LAW 622B,Criminal Proc: Adjudication
1228,LAW 622E,Criminal Competency and Responsibility Practicum
1229,LAW 623,Canon Law
1230,LAW 624C,Human Sex Trafficking
1231,LAW 627F,Islamic Finance
1232,LAW 628B,"Law, Sustainability and Development"
1233,LAW 632B,Forensic Evidence
1234,LAW 632X,Evidence
1235,LAW 635,Child Welfare Law and Policy
1236,LAW 635C,Barton Child Law & Pol Clinic
1237,LAW 640X,Fundamentals of Income Taxation
1238,LAW 641,Partnership Tax
1239,LAW 643,Family Law II
1240,LAW 648,Advanced Legal Writing and Editing
1241,LAW 649,Writing for Judicial Chambers
1242,LAW 651,Labor Law
1243,LAW 656,Negotiations
1244,LAW 657A,ALR: IP- Patent & Trademark Law Research
1245,LAW 657G,ALR: Mastery of Statutory Legal Research
1246,LAW 657I,ALR: Mastery of Regulatory Research
1247,LAW 658,Capital Defender Practicum
1248,LAW 659A,Doing Deals: Contract Drafting
1249,LAW 659B,Doing Deals: Deal Skills
1250,LAW 659D,Doing Deals: Private Equity
1251,LAW 659F,Doing Deals: General Counsel
1252,LAW 659G,Doing Deals:Comm'l Real Estate
1253,LAW 659J,Doing Deals: Mergers & Acqs
1254,LAW 659M,Doing Deals:Comm'l Lending Trans
1255,LAW 659N,Doing Deals: IP Transactions
1256,LAW 662,Education Law and Policy
1257,LAW 668X,Employment Law
1258,LAW 670,Jurisprudence
1259,LAW 671A,Trial Practice Advocacy
1260,LAW 675,Constitutional Lit
1261,LAW 675K,ALR:IP-Copyright Law Research
1262,LAW 676,International Humanitarian Law
1263,LAW 676C,International Humanitarian Law Clinic
1264,LAW 683,White Collar Crime
1265,LAW 689R,Rule of Law
1266,LAW 690L,International Human Rights
1267,LAW 694,English Legal History
1268,LAW 695,Land Use
1269,LAW 697,Environmental Advocacy W/S
1270,LAW 697C,Turner Environ Law Clinic
1271,LAW 698B,Child Protection and International Human Rights
1272,LAW 699C,Juvenile Defender Clinic
1273,LAW 708,"Law and Religion: Theories,Methods, & Approaches"
1274,LAW 708D,Law & Religion: Legal Advocacy
1275,LAW 708X,Law and Religion in Practice and Legal Advocacy: Law and Religion
1276,LAW 710,Copyright Law
1277,LAW 710X,Trade Secrets
1278,LAW 711,"Religion, Culture, and Law in Comparative Practice"
1279,LAW 712,Corporate Finance
1280,LAW 715,Law & The Unconscious Mind
1281,LAW 716,Bankruptcy
1282,LAW 721,Federal Courts
1283,LAW 722A,Social Media Law
1284,LAW 727,Citizenship & Immigration Law
1285,LAW 731L,Crimmigration
1286,LAW 732,International Law
1287,LAW 736B,Global Public Health Law
1288,LAW 745,DUI Trials
1289,LAW 747,Legal Profession
1290,LAW 754,Patent Law
1291,LAW 754A,Patent Litigation
1292,LAW 755G,Pretrial Litigation
1293,LAW 758,Digital Asset Regulation
1294,LAW 759A,"Corporate Compliance:Oversight,Culture, & Mgmt. of Foreign Corrupt Practices Act & Other Legal Risks"
1295,LAW 761A,ALR: International Legal Research
1296,LAW 764X,Depositions and Discovery
1297,LAW 766,Trademark Prosecution
1298,LAW 767,Cross Exam. Techniques
1299,LAW 770,Colloq: War & Security
1300,LAW 786,International Advocacy Skills
1301,LAW 802,SEM: Issues in Tax Policy
1302,LAW 807A,SEM: Legal Anthropology
1303,LAW 813,"SEM: Gender, Sexuality, and the Law"
1304,LAW 817,SEM:Implement US Intn'l Law
1305,LAW 818,Sem: Intn'l Intellectual Prop
1306,LAW 821A,SEM: Corporate Crime
1307,LAW 831A,SEM: Ethics and Politics of Immigration Law
1308,LAW 860A,Colloquium Series Workshop
1309,LAW 870A,EXTERN: Public Interest
1310,LAW 870C,EXTERN: Govt Counsel
1311,LAW 870D,EXTERN: Civil Litigation
1312,LAW 870E,EXTERN: Judicial
1313,LAW 870F,EXTERN: Corporate Counsel
1314,LAW 870G,EXTERN: Prosecution
1315,LAW 870I,EXTERN: Advanced
1316,LAW 890,Fundamentals of Innov. I
1317,LAW 895,Journal of Law and Religion
1318,LAW 897,Directed Research:Specific Topics
1319,LAW 897A,Dir. Research: Specific Topics: Practicum Research
1320,LAW 898B,Directed Study
1321,LAW 901,Supervised Research
1322,LAW 910,SJD Research - G1
1323,LAW 920,SJD Research - G2
1324,LAW 930,SJD Research - G3
1325,LAW 940,State & Multistate Taxation I
1326,LAW 945,Prospectus Defense
1327,LAW 955,Dissertation Defense
1328,LAW 959,Courtroom Persuasion/Drama I
1329,LING 101,Language Diversity in the US
1330,LING 190,Fresh Sem: Linguistics: Language and Race in Atlanta
1331,LING 190,Fresh Sem: Linguistics: Data Science for Beginners
1332,LING 201,Foundations of Linguistics
1333,LING 214,Meaning in Human Language
1334,LING 234,Introduction to Japanese Linguistics
1335,LING 303,Phonetics: The Sounds of Spanish
1336,LING 304,Introduction to Spanish Linguistics
1337,LING 309,Brain and Language
1338,LING 317,Psycholinguistics
1339,LING 328,Historical Ling & Lang Change
1340,LING 333,"Language, Gender and Sexuality"
1341,LING 341,Advanced Language and Culture
1342,LING 363,Old English Language and Literature
1343,LING 385,Special Topics in Linguistics: Teaching Grammar Eng. Lang.
1344,LING 409,Medical Discourse in Latin America
1345,LING 410,Topics in Spanish Linguistics
1346,LING 430R,Field Methods in Linguistics
1347,LING 446W,Big/Small Data and Visualization
1348,LING 485W,Advanced Topics in Linguistics: Natural Language Processing
1349,LING 495A,Honors Directed Research
1350,LING 498R,Directed Reading: Spectrogram Reading
1351,LING 505,Problems Foreign Language Teaching
1352,M 670,Missiology in Ecumenical and Global Perspectives
1353,M 697,Mission Regional Seminar
1354,M 698,Special Topics in Mission: Christian Mission and Creation
1355,M 698,Special Topics in Mission
1356,MATH 111,Calculus I
1357,MATH 112,Calculus II
1358,MATH 112Z,Calculus II
1359,MATH 116,Life Sciences Calculus II
1360,MATH 210,Advanced Calculus for Data Sciences
1361,MATH 211,Advanced Calculus (Multivariable)
1362,MATH 212,Differential Equations
1363,MATH 221,Linear Algebra
1364,MATH 250,Foundations of Mathematics
1365,MATH 275,Honors Linear Algebra
1366,MATH 315,Numerical Analysis
1367,MATH 318,Complex Variables
1368,MATH 328,Number Theory
1369,MATH 346,Linear Optimization
1370,MATH 351,Partial Differential Equations
1371,MATH 361,Mathematical Statistics I
1372,MATH 385,Topics in Mathematics: Prog. for Math.of Data Science
1373,MATH 385,Topics in Mathematics: Fundamental Topology
1374,MATH 411,Real Analysis I
1375,MATH 421,Abstract Algebra I
1376,MATH 425,Mathematical Economics
1377,MATH 485,Topics in Mathematics
1378,MATH 500,Probability
1379,MATH 511,Analysis I
1380,MATH 515,Numerical Analysis I
1381,MATH 521,Algebra I
1382,MATH 545,Intro to Differential Geometry I
1383,MATH 571,Numerical Optimization
1384,MATH 590,Teaching Seminar
1385,MATH 597R,Directed Study
1386,MATH 599R,Research
1387,MATH 788,Topics In Algebra
1388,MATH 789,Topics in Analysis
1389,MATH 799R,Research
1390,MBC 501,"Core in Mind, Brain and Culture"
1391,MD 505,FDNS: Prologue I Healthy Human
1392,MD 508,FDNS: Human Development
1393,MD 510,"FDNS: Embryos, Tissues & Cells"
1394,MD 515,FDNS: Neural Function
1395,MD 520,Integrated Healthy Physiology
1396,MD 525,Foundations: Nutrition & Metabolism
1397,MD 530,Foundations: Endocrine Control
1398,MD 535,Foundations: Genetics & Evolution
1399,MD 540,Foundatons: Aging & Dying
1400,MD 545,Foundations: Human Disease
1401,MD 580,Evidence Based Medicine
1402,MD 600,Foundation: Endocrine/Reproduction
1403,MD 601,Foundation: Endocrine
1404,MD 602,Foundation: Female Reproduction
1405,MD 605,Foundation: Hematology
1406,MD 610,Foundation: Neuroscience I
1407,MD 615,Behavioral Science
1408,MD 620,Infectious Diseases
1409,MD 625,Foundations: Elective
1410,MD 630,Foundations: Review Human Disease
1411,MD 635,Foundation: Review Self Study
1412,MD 639,Essentials of Patient Care (EPC)
1413,MD 642,Ethics in Medicine
1414,MD 645,Community Learning and Social Medicine
1415,MD 705,Application: Adult Primary Care
1416,MD 710,Application: Internal Medicine
1417,MD 715,Application: Neurology
1418,MD 720,Application: Obstetrics/Gynecology
1419,MD 725,Application: Pediatrics
1420,MD 730,Application: Psychiatry
1421,MD 735,Application: Surgery
1422,MD 740,Application: Anesthesiology
1423,MD 741,Application: Dermatology
1424,MD 742,Application: Palliative Medicine
1425,MD 743,Application: Ophthalmology
1426,MD 745,Application: Radiology
1427,MD 750,Applications: Ethics in Medicine
1428,MD 756,Integration II
1429,MD 757,Integration III
1430,MD 800,Discovery Phase
1431,MD 840,General Course Elective
1432,MD 905,Translation: Senior Medicine Sub-Internship
1433,MD 906,TRANS: Sr Surg Sub-Internship
1434,MD 907,Translation: Senior Pediatric Sub-Internship
1435,MD 910,Translation: Critical Care
1436,MD 915,Translation: Emergency Medicine
1437,MD 920,Translation: Elective
1438,MD 920,Translation: Elective: Adult Hemoglobin Disorders
1439,HO04,Meets:
1440,MD 920,Translation: Elective: Adv.Gen.Diagnostic Radiology
1441,RA10,Meets:
1442,MD 920,Translation: Elective: Advanced Neuro:Sleep Disorders
1443,NE07,Meets:
1444,MD 920,Translation: Elective: Allergy/Immunology(Peds/Adult)
1445,PM25,Meets:
1446,MD 920,Translation: Elective: Anesthesia for Surgical Subspecialties
1447,AN02,Meets:
1448,MD 920,Translation: Elective: App.& Fnd. of Edu. in Med Ed.
1449,MED,Meets:
1450,MD 920,Translation: Elective: Artif.Intell/Machine Learning
1451,HS03,Meets:
1452,MD 920,Translation: Elective: Away Rotation
1453,MD 920,Translation: Elective: Cardiology
1454,CO01,Meets:
1455,MD 920,Translation: Elective: Cardiotho.Anes.& Critical Care
1456,AN01,Meets:
1457,MD 920,Translation: Elective: Cardiothoracic Surgery
1458,SU15,Meets:
1459,MD 920,Translation: Elective: Child & Adolescent Psychiatry
1460,P07,Meets:
1461,MD 920,Translation: Elective: Child Abuse&Forensic Pediatric
1462,PE19,Meets:
1463,MD 920,Translation: Elective: Child Neurology (Peds)
1464,PE11,Meets:
1465,MD 920,Translation: Elective: Dermatology
1466,D01,Meets:
1467,MD 920,Translation: Elective: Digestive Diseases
1468,DD02,Meets:
1469,MD 920,Translation: Elective: Elective:IndependentlyArranged
1470,MD 920,Translation: Elective: Emergency Psychiatry
1471,P05,Meets:
1472,MD 920,Translation: Elective: Emory Acute Care Surgery
1473,SU32,Meets:
1474,MD 920,Translation: Elective: Exploration:Hlth.Syst.Sciences
1475,HS01,Meets:
1476,N. Spell III,MD 920
1477,FP02,Meets:
1478,MD 920,Translation: Elective: Family Planning
1479,GO04,Meets:
1480,MD 920,Translation: Elective: ForensicPathology&Death Investigation
1481,PA02,Meets:
1482,MD 920,Translation: Elective: General Diagnostic Radiology
1483,RA01,Meets:
1484,MD 920,Translation: Elective: General Obstetrics & Gynecol.
1485,GO07,Meets:
1486,MD 920,Translation: Elective: General Surgery
1487,SU01,Meets:
1488,MD 920,Translation: Elective: Ger.Psyc & Electroconv.Therapy
1489,P22,Meets:
1490,MD 920,Translation: Elective: Gynecologic Surgery
1491,GO01,Meets:
1492,MD 920,Translation: Elective: Gynecology Research
1493,GO08,Meets:
1494,MD 920,"Translation: Elective: HIV Infections, Outpatient"
1495,ID06,Meets:
1496,MD 920,Translation: Elective: Hematology
1497,HO02,Meets:
1498,MD 920,Translation: Elective: Hepatobilary &Hepatic Transpl.
1499,SU33,Meets:
1500,MD 920,Translation: Elective: High-Risk Obstetrics
1501,GO02,Meets:
1502,MD 920,Translation: Elective: Hurst Cardiology
1503,C10,Meets:
1504,MD 920,Translation: Elective: Independent Study
1505,MD 920,Translation: Elective: Infectious Disease Consults
1506,ID08,Meets:
1507,MD 920,Translation: Elective: Infectious Diseases
1508,ID02,Meets:
1509,MD 920,Translation: Elective: Inpatient Psychiatry
1510,P06,Meets:
1511,MD 920,Translation: Elective: International Elective
1512,INTL,Meets:
1513,MD 920,Translation: Elective: Interventional Radiology
1514,RA12,Meets:
1515,MD 920,Translation: Elective: Intro.toCrim.&Civ.Forensic Psy
1516,P12,Meets:
1517,MD 920,Translation: Elective: Labor and Delivery
1518,GO03,Meets:
1519,MD 920,Translation: Elective: Law& Medicine:Hlth Law Partner
1520,PE22,Meets:
1521,MD 920,Translation: Elective: MICU
1522,PD01,Meets:
1523,MD 920,Translation: Elective: Med.Toxicology Emergency Med.
1524,EM02,Meets:
1525,MD 920,Translation: Elective: Medical Genetics
1526,PE09,Meets:
1527,MD 920,Translation: Elective: Medical Oncology
1528,HO05,Meets:
1529,MD 920,Translation: Elective: Neonatal/Perinatal Medicine
1530,PE10,Meets:
1531,MD 920,Translation: Elective: Nephrology
1532,NI03,Meets:
1533,MD 920,Translation: Elective: Neurology(Elective)
1534,NE02,Meets:
1535,MD 920,Translation: Elective: Neurosurgery
1536,SU14,Meets:
1537,MD 920,Translation: Elective: Ocular Oncology & Pathology
1538,O04,Meets:
1539,MD 920,Translation: Elective: Ophthalmology
1540,O01,Meets:
1541,MD 920,Translation: Elective: Orthopaedic Externship
1542,OS02,Meets:
1543,MD 920,Translation: Elective: Otolaryngology
1544,SU10,Meets:
1545,MD 920,Translation: Elective: Outpatient Clinical Cardiology
1546,CO11,Meets:
1547,MD 920,Translation: Elective: Pathology
1548,PA01,Meets:
1549,MD 920,Translation: Elective: Ped.Emergency/Urgent Care
1550,PE04,Meets:
1551,MD 920,Translation: Elective: Ped.Gastroenterology&Nutrition
1552,PE15,Meets:
1553,MD 920,Translation: Elective: Ped.Hematology Oncology B/M/T
1554,PE07,Meets:
1555,MD 920,Translation: Elective: Pediatric Anesthesiology
1556,AN03,Meets:
1557,MD 920,Translation: Elective: Pediatric Cardiology
1558,PE05,Meets:
1559,MD 920,Translation: Elective: Pediatric Cardiothor.Surgery
1560,SU16,Meets:
1561,MD 920,Translation: Elective: Pediatric Endocrinology
1562,PE06,Meets:
1563,MD 920,Translation: Elective: Pediatric Hemoglobin Disorders
1564,PE16,Meets:
1565,MD 920,Translation: Elective: Pediatric Infectious Diseases
1566,PE08,Meets:
1567,MD 920,Translation: Elective: Pediatric Nephrology
1568,PE12,Meets:
1569,MD 920,Translation: Elective: Pediatric Sub-I Elective
1570,PE02,Meets:
1571,MD 920,Translation: Elective: Pediatric Surgery
1572,SU11,Meets:
1573,MD 920,Translation: Elective: Pediatrics In-Patient
1574,PE01,Meets:
1575,MD 920,Translation: Elective: Plastic Surgery
1576,SU12,Meets:
1577,MD 920,Translation: Elective: Psychiatry & Behav.Sciences
1578,P23,Meets:
1579,MD 920,Translation: Elective: Psychiatry - VAMC
1580,P01,Meets:
1581,MD 920,Translation: Elective: Psychiatry Consults
1582,P09,Meets:
1583,MD 920,Translation: Elective: Psychiatry OP-Skyland Trail
1584,P25,Meets:
1585,MD 920,Translation: Elective: Psychiatry Subinternship
1586,P02,Meets:
1587,MD 920,Translation: Elective: Pulmonary Diseases
1588,PD03,Meets:
1589,MD 920,Translation: Elective: Radiation Oncology
1590,CR01,Meets:
1591,MD 920,Translation: Elective: Rehabilitation Medicine
1592,RM01,Meets:
1593,MD 920,Translation: Elective: Reproduc.Endocrinol.&Infertil.
1594,GO05,Meets:
1595,MD 920,Translation: Elective: Research
1596,MD 920,Translation: Elective: Rheumatology-Immunology
1597,R01,Meets:
1598,MD 920,Translation: Elective: Sport Medicine
1599,OS04,Meets:
1600,MD 920,Translation: Elective: Sub I Elect. Hospital Medicine
1601,GM22,Meets:
1602,MD 920,Translation: Elective: Surg.Anat.Embryol.&Opera.Tech
1603,SU20,Meets:
1604,MD 920,Translation: Elective: Surgical ICU
1605,SU04,Meets:
1606,MD 920,Translation: Elective: Surgical Oncology
1607,SU08,Meets:
1608,MD 920,Translation: Elective: Telemed:Pall.Care During Pand.
1609,GM25,Meets:
1610,MD 920,Translation: Elective: Transplant Medicine (Kidney and Liver)
1611,NI05,Meets:
1612,MD 920,Translation: Elective: Transplant Surgery
1613,SU07,Meets:
1614,MD 920,Translation: Elective: Trauma Surgery
1615,SU03,Meets:
1616,MD 920,Translation: Elective: Urology
1617,SU13,Meets:
1618,MD 920,Translation: Elective: Vascular Surgery
1619,SU19,Meets:
1620,MD 940,Translation: Capstone
1621,MDIV 300,Candler ADVANCE
1622,MDIV 500A,Learning Community Part A
1623,MDIV 500B,Learning Community Part B
1624,MDP 500,Introductory Field Seminar
1625,MDP 506,Research Methods I
1626,MDPH 501R,MD/PhD Self-Directed Seminar
1627,MDPH 508R,MD/PhD Journal Club
1628,MDPH 610R,Research Rotation in Biomedical Engineering
1629,MDPH 615R,Research Rotation in Epidemiology
1630,MDPH 625R,Research Rotation in Immunology and Molecular Pathogenesis
1631,MDPH 640R,Research Rotation in Neuroscience
1632,MDPH 655R,Intro. to Medical Scientist Training
1633,MDPH 670R,Research Rotation in Cancer Biology
1634,MDPH 799R,Med Science: Directed Study-Md/Phd: MD/PhD Clinical Research Conference
1635,MDPH 799R,Med Science: Directed Study-Md/Phd: MD/PhD Seminar Series
1636,MDPH 799R,Med Science: Directed Study-Md/Phd: MD/PhD Clinical Skills Refresher
1637,MESAS 100,Introduction to Middle Eastern Civilizations
1638,MESAS 102,Introduction to South Asian Civilizations
1639,MESAS 190,Freshmen Seminar in MESAS: Islamophobia/Antisemitism
1640,MESAS 190,Freshmen Seminar in MESAS: 21st Century India
1641,MESAS 190,Freshmen Seminar in MESAS: Language/Political Power Iran
1642,MESAS 190,Freshmen Seminar in MESAS: Mysticism in the Middle East
1643,MESAS 190,Freshmen Seminar in MESAS: India's Women
1644,MESAS 190,Freshmen Seminar in MESAS
1645,MESAS 240,Conversational Tibetan
1646,MESAS 244W,The Qur'an
1647,MESAS 254,From Pearls to Petroleum
1648,MESAS 270,"Special Topics MESAS-200 Level: Africa, Islam and Race"
1649,MESAS 270,Special Topics MESAS-200 Level: Colonialism and Independence
1650,MESAS 270,Special Topics MESAS-200 Level: US - Israel Relations
1651,MESAS 270,Special Topics MESAS-200 Level: Introduction to Archaeology
1652,MESAS 300W,Beyond Borders: Imagine ME&SA
1653,MESAS 319,"Media, Islam, and Social Movements"
1654,MESAS 330,Tibetan Culture
1655,MESAS 348W,Israeli-Palestinian Literature
1656,MESAS 353,Pol.Econ.of M.East & N. Africa
1657,MESAS 370,Special Topics MESAS-300 Level: Islam and Politics
1658,MESAS 370,Special Topics MESAS-300 Level: Contentious Politics
1659,MESAS 375W,Topics In Jewish Literature: Holocaust Literature
1660,MESAS 378W,Caste
1661,MESAS 430,"Gender, Sexuality, Islam"
1662,MESAS 466W,India: The Home and the World
1663,MESAS 495R,Honors Seminar in MESAS
1664,MI 201,Intro. to Medical Imaging
1665,MI 211A,Patient Care
1666,MI 213A,Medical Imaging Procedure
1667,MI 213D,Medical Imaging Procedures
1668,MI 221A,Anatomy Physiology
1669,MI 221C,Anatomy & Physiology
1670,MI 261A,Clinical Clerkship
1671,MI 325B,Principles Radiographic Technique
1672,MI 361B,Clinical Internship
1673,MI 423,Basic Radiation Biology
1674,MI 425,Quality Control
1675,MI 433,Organizational Behavior
1676,MI 435,Hospital Organization & Personnel Management
1677,MI 443R,Practice Teaching (Clinical)
1678,MI 445R,Practice Teaching (Didactic)
1679,MI 457B,Advanced Clinical Procedures II: Interventional Radiology
1680,MI 457B,Advanced Clinical Procedures II: Women's Health (Mammography)
1681,MI 461B,Clinical Practicum
1682,MI 463B,Management Practicum
1683,MI 465B,CT Practicum
1684,MI 467B,MRI Practicum
1685,MI 469B,Advanced Clinical Practicum II: Interventional Radiology
1686,MI 469B,Advanced Clinical Practicum II: Women's Health (Mammography)
1687,MKT 339,Content Marketing
1688,MKT 340,Marketing Management
1689,MKT 341,Seminar on Global Marketing
1690,MKT 345,Advanced Marketing Strategy
1691,MKT 347,Product and Brand Management
1692,MKT 446,Advertising & Marketing Communications
1693,MKT 462,Customer Lifetime Valuation
1694,MKT 499R,Special Topics: AI in Marketing
1695,MKT 540,Marketing Management
1696,MKT 546,Strategic Marketing Communications
1697,MKT 547,Product & Brand Management
1698,MKT 562,Customer Lifetime Valuation
1699,MKT 599R,Special Topics: Monetizing Innovations
1700,MKT 599R,Special Topics: AI in Marketing
1701,MKT 641,Seminar on Global Marketing
1702,MKT 643,Pricing Strategy and Analytics
1703,MKT 649,Marketing Strategy
1704,MKT 743,Customer Behavior
1705,MRL 505,MRL Advising
1706,MSP 501,Ethical Issues in Pharmacology
1707,MSP 570R,Introductory Graduate Seminar
1708,MSP 699R,Advanced Graduate Research
1709,MSP 790R,Advanced Graduate Seminar
1710,MSP 799R,Dissertation Research
1711,MTS 505,First Year Advising
1712,MUS 120,Keyboard Skills
1713,MUS 121,"Theory, Analysis, Aural Skills I"
1714,MUS 190,Fresh Sem: Music: The Golden Age of Pianists
1715,MUS 190,Fresh Sem: Music: Cultures and Arts of Indonesia
1716,MUS 200,"Music, Culture and Society"
1717,MUS 215,Jazz: Its Evolution & Essence
1718,MUS 221,Theory & Analysis III W/Lab
1719,MUS 240,Jazz Improvisation
1720,MUS 243,Arts Administration
1721,MUS 265,Hip Hop Composition
1722,MUS 270,Special Topics in Music: Javanese Dance
1723,MUS 280,Early Music Explorations
1724,MUS 284,Music & Contemporary Society
1725,MUS 300R,Ensemble: Wind Ensemble
1726,MUS 300R,Ensemble: Orchestra
1727,MUS 300R,Ensemble: Big Band
1728,MUS 300R,Ensemble: Jazz Combos
1729,MUS 300R,Ensemble: Concert Choir
1730,MUS 300R,Ensemble: University Chorus
1731,MUS 300R,Ensemble: Chamber Ensemble
1732,MUS 300R,Ensemble: Collaborative Piano
1733,MUS 300R,Ensemble: Gamelan Ensemble
1734,MUS 300R,Ensemble: North Indian Ensemble
1735,MUS 303,Black Music
1736,MUS 305,"Jazz, Spirituality, & Religion"
1737,MUS 310R,"Applied Music, Non-Majors: Winds and Percussion"
1738,MUS 310R,"Applied Music, Non-Majors: Strings"
1739,MUS 310R,"Applied Music, Non-Majors: Jazz"
1740,MUS 310R,"Applied Music, Non-Majors: Voice"
1741,MUS 310R,"Applied Music, Non-Majors: Piano"
1742,MUS 310R,"Applied Music, Non-Majors: Guitar"
1743,MUS 320R,Applied Music: Winds and Percussion
1744,MUS 320R,Applied Music: Majors: Strings
1745,MUS 320R,Applied Music: Majors: Jazz
1746,MUS 320R,Applied Music: Majors: Voice
1747,MUS 320R,Applied Music: Majors: Piano
1748,MUS 349R,Composition
1749,MUS 383,"Music, Film, and Politics"
1750,MUS 441,Diction for Singers II
1751,MUS 443R,Performance Techniques
1752,MUS 456W,Analysis and Archival Study
1753,MUS 460RW,Studies in Music History and Culture: N. American Indigenous Music
1754,NBB 190,Fresh Sem: NBB
1755,NBB 201,Foundations of Behavior
1756,NBB 280,Introduction to Neuroethics
1757,NBB 301,Introduction To Neurobiology
1758,NBB 301L,Neurobiology Data Lab
1759,NBB 302,Behavioral Neuroscience
1760,NBB 370,Special Topics in NBB: Neurodiversity
1761,NBB 370,Special Topics in NBB: Human Learning & Memory
1762,NBB 370,Special Topics in NBB: Sleep & Dreaming. Brain & Mind
1763,NBB 381,Neuroeconomics:Decision-Making
1764,NBB 399R,Introduction to Mentored Research
1765,NBB 401W,Perspectives in Neuroscience & Behavior
1766,NBB 404W,Roots of Modern Neuroscience
1767,NBB 460,Building Brains
1768,NBB 482R,Frontiers in Neuroscience
1769,NBB 495A,Honors Research
1770,NBB 495BW,Honors Research
1771,NBB 497W,Supervised Writing
1772,NBB 498R,Supervised Reading
1773,NBB 499R,Undergraduate Research
1774,NHS 570R,Introductory Graduate Seminar
1775,NHS 580,Macronutrient Nutrition
1776,NHS 597R,Laboratory Rotations
1777,NHS 599R,Thesis Research (Masters Level)
1778,NHS 699R,Advanced Graduate Research
1779,NHS 790R,Advanced Graduate Seminar
1780,NHS 797R,Directed Study
1781,NHS 799R,Dissertation Research
1782,NRSG 200,Human Growth and Development
1783,NRSG 201,Human Anatomy and Physiology I with Lab
1784,NRSG 202,Human Anatomy and Physiology II with Lab
1785,NRSG 205,Fundamentals of Microbiology with Lab
1786,NRSG 207,Introduction to Clinical Nutrition
1787,NRSG 309,Social Responsibility and Bioethics in Nursing
1788,NRSG 310,Pathophysiology for Nurses
1789,NRSG 312,Foundations of Nursing Practice
1790,NRSG 314,Clinical Practicum I
1791,NRSG 322,Health Promotion and Wellness
1792,NRSG 330,Clinical Integration
1793,NRSG 331,Honors Seminar
1794,NRSG 356D,Acute and Chronic Care: Clinical Practicum Adult and Geriatric Populations
1795,NRSG 360D,Acute and Chronic Care II: Adult and Geriatric Practicum
1796,NRSG 380,Health Assessment
1797,NRSG 392,Clinical Practicum: Maternity & Reproductive Health
1798,NRSG 393,Clinical Practicum: Mental Health
1799,NRSG 402,Introduction to Critical Care
1800,NRSG 403,Pediatric Specialty Nursing
1801,NRSG 408,Maternity and Reproductive Health Nursing
1802,NRSG 411,Mental Health Nursing
1803,NRSG 416,Perspectives in Professional Nursing Health Systems: Global Health
1804,NRSG 416,"Perspectives in Professional Nursing Health Systems: Management, Admin, Leadership"
1805,NRSG 416,Perspectives in Professional Nursing Health Systems: Policy & Advocacy
1806,NRSG 426,Fundamentals of Wound Care
1807,NRSG 433,Introduction to Interprofessional Pediatric Critical Care
1808,NRSG 452,Frontline: Caring for Our Veterans
1809,NRSG 453,Honors Thesis I
1810,NRSG 470D,Mental Health or Women驴s Health Practicum
1811,NRSG 472D,Pediatrics or Complex Care Practicum
1812,NRSG 474D,Population Health Practicum
1813,NRSG 479D,Professional Series V: Capstone
1814,NRSG 501,Forensic Nursing Practice
1815,NRSG 502,Primary Care Nursing
1816,NRSG 502MN,Physiology/Pathophysiology for Nursing Practice
1817,NRSG 503,Clinical Perspectives in Global Health
1818,NRSG 508,Woodruff Fellows Seminar I
1819,NRSG 508MN,Pharmacology for Nursing Practice
1820,NRSG 510MN,Art & Science of Nursing Practice
1821,NRSG 513,Spanish for Hlth Care Professionals
1822,NRSG 525MN,Health Assessment and Physical Examination
1823,NRSG 527MN,Foundations of Practice Practicum
1824,NRSG 533MN,Adult and Geriatric Nursing
1825,NRSG 534MN,Adult and Geriatric Nursing Practicum
1826,NRSG 536MN,Mental Health Nursing
1827,NRSG 537MN,Mental Health Practicum
1828,NRSG 539MN,Optimal Wellness Across the Lifespan
1829,NRSG 541MN,Palliative Care
1830,NRSG 542MN,Evidence Based Practice for the Professional Nurse
1831,NRSG 543D,Staying Healthy in Pediatrics: Intro to Clinical Specialty Practicum
1832,NRSG 548,Professional Role: Nurse Anesthesia Practice
1833,NRSG 552D,Staying Healthy in Neonates/Infants: Introduction to Clinical Specialty
1834,NRSG 571D,Management of Sexual and Reproductive Health in Primary Care
1835,NRSG 576D,Introduction to Clinical Specialty: Adult-Gero Acute Care NP
1836,NRSG 576D,"Introduction to Clinical Specialty: Nurse Midwife,Women's Hlth NP"
1837,NRSG 585D,Family/Emergency Nurse Practitioner Clinical Practicum III
1838,NRSG 588D,Family Nurse Practitioner Clinical Practicum III
1839,NRSG 602D,Women's Health Nurse Practitioner III: Preceptorship for Women's Health
1840,NRSG 604MN,Maternity and Reproductive Health Nursing
1841,NRSG 605D,Adult/Gerontology Acute Care Nurse Practitioner Clinical Practicum III
1842,NRSG 605MN,Maternity Practicum
1843,NRSG 606MN,Pediatric Nursing
1844,NRSG 607MN,Pediatric Practicum
1845,NRSG 608D,NRSG 608 Adult/Gerontology Primary Care NP Clinical Practicum III
1846,NRSG 608MN,Public Health Nursing
1847,NRSG 609MN,Public Health Practicum
