id,course_code_char,course_code_num,course_name,days,start_time,end_time,professor,professor_rate,professor_lev_diff,sql_text
621,HLTH,373,Delivering Health,T,14:30:00,16:10:00,V. Phillips,3,2.4,"('HLTH',373,'Delivering Health','T','14:30:00','16:10:00','V. Phillips',3.0,2.4),"
622,HLTH,376,Health and Science Podcasting,MW,14:30:00,15:45:00,Staff,3,2.4,"('HLTH',376,'Health and Science Podcasting','MW','14:30:00','15:45:00','Staff',3.0,2.4),"
623,HLTH,385,Special Topics: Human Health: Personalizing Nutrition,MW,11:30:00,12:45:00,M. Woodworth-Hobbs,3.4,4,"('HLTH',385,'Special Topics: Human Health: Personalizing Nutrition','MW','11:30:00','12:45:00','M. Woodworth-Hobbs',3.4,4.0),"
624,HLTH,385,Special Topics: Human Health: Secular Ethics: Dalai Lama's,TTh,11:30:00,12:45:00,Team,3,2.4,"('HLTH',385,'Special Topics: Human Health: Secular Ethics: Dalai Lama's','TTh','11:30:00','12:45:00','Team',3.0,2.4),"
625,HLTH,385,Special Topics: Human Health: Buddhist Meditation,TTh,16:00:00,17:15:00,Team,3,2.4,"('HLTH',385,'Special Topics: Human Health: Buddhist Meditation','TTh','16:00:00','17:15:00','Team',3.0,2.4),"
626,HLTH,385,Special Topics: Human Health: Health Writing and Narratives,W,18:00:00,20:45:00,M. McKenna,3,2.4,"('HLTH',385,'Special Topics: Human Health: Health Writing and Narratives','W','18:00:00','20:45:00','M. McKenna',3.0,2.4),"
627,HLTH,400,Community Health Education Strategies,M,16:00:00,17:15:00,L. DuPree,3.8,1.8,"('HLTH',400,'Community Health Education Strategies','M','16:00:00','17:15:00','L. DuPree',3.8,1.8),"
628,HLTH,431,Stigma & Health,M,16:00:00,18:45:00,S. Spangler,3,2.4,"('HLTH',431,'Stigma & Health','M','16:00:00','18:45:00','S. Spangler',3.0,2.4),"
629,HLTH,455,Collaborate to Transform HLTH,MW,10:00:00,11:15:00,J. Cranmer,3,2.4,"('HLTH',455,'Collaborate to Transform HLTH','MW','10:00:00','11:15:00','J. Cranmer',3.0,2.4),"
630,HLTH,469,Medical Discourse in Latin America,TTh,10:00:00,11:15:00,X. Marsilli-Vargas,5,4,"('HLTH',469,'Medical Discourse in Latin America','TTh','10:00:00','11:15:00','X. Marsilli-Vargas',5.0,4.0),"
631,HLTH,485,Variable Topics in Human Health: Clinical Perspec. Global Hlth,F,13:00:00,15:45:00,Murray/Flynn,2.4,3.9,"('HLTH',485,'Variable Topics in Human Health: Clinical Perspec. Global Hlth','F','13:00:00','15:45:00','Murray/Flynn',2.4,3.9),"
632,HLTH,495,Honors Research,Th,14:30:00,15:45:00,R. Hall-Clifford,3,3,"('HLTH',495,'Honors Research','Th','14:30:00','15:45:00','R. Hall-Clifford',3.0,3.0),"
633,HPM,502,Intro To Health Care Management,T,17:00:00,18:50:00,B. Tripp,3,2.4,"('HPM',502,'Intro To Health Care Management','T','17:00:00','18:50:00','B. Tripp',3.0,2.4),"
634,HPM,524,Leading and Managing Organizations in a New Era,M,10:00:00,11:50:00,O. Jung,3,2.4,"('HPM',524,'Leading and Managing Organizations in a New Era','M','10:00:00','11:50:00','O. Jung',3.0,2.4),"
635,HPM,525,Health Services Data Analytics in the Workplace,WF,13:00:00,14:20:00,P. Chehal,3,2.4,"('HPM',525,'Health Services Data Analytics in the Workplace','WF','13:00:00','14:20:00','P. Chehal',3.0,2.4),"
636,HPM,554,Quality Improvement Meth/Hlth Care,T,17:00:00,19:50:00,M. O'Toole,3,2.4,"('HPM',554,'Quality Improvement Meth/Hlth Care','T','17:00:00','19:50:00','M. O'Toole',3.0,2.4),"
637,HPM,555,Health Care Management in the Outpatient Setting,M,13:00:00,14:50:00,E. Woodcock,3,2.4,"('HPM',555,'Health Care Management in the Outpatient Setting','M','13:00:00','14:50:00','E. Woodcock',3.0,2.4),"
638,HPM,560,Capstone-Strategic Management,M,16:00:00,18:50:00,J. Hike,3,2.4,"('HPM',560,'Capstone-Strategic Management','M','16:00:00','18:50:00','J. Hike',3.0,2.4),"
639,HPM,565,Health Care For The Indigent,M,18:00:00,19:50:00,L. Sanders Jr,3,2.4,"('HPM',565,'Health Care For The Indigent','M','18:00:00','19:50:00','L. Sanders Jr',3.0,2.4),"
640,HPM,576,Capstone: Health Policy Analysis,TTh,10:00:00,11:20:00,D. Howard,4.8,3.4,"('HPM',576,'Capstone: Health Policy Analysis','TTh','10:00:00','11:20:00','D. Howard',4.8,3.4),"
641,HPM,577,Mental Health/Medical Interface in US,W,13:00:00,14:50:00,B. Druss,3,2.4,"('HPM',577,'Mental Health/Medical Interface in US','W','13:00:00','14:50:00','B. Druss',3.0,2.4),"
642,HPM,581,Research Seminar I,T,10:00:00,11:50:00,L. Gaydos,5,3,"('HPM',581,'Research Seminar I','T','10:00:00','11:50:00','L. Gaydos',5.0,3.0),"
643,HPM,583,Research Seminar III - Analysis,W,10:00:00,11:50:00,X. Ji,3,2.4,"('HPM',583,'Research Seminar III - Analysis','W','10:00:00','11:50:00','X. Ji',3.0,2.4),"
644,HPM,585,Quantitative Methods Using SAS I,T,13:00:00,15:50:00,P. Joski,3,2.4,"('HPM',585,'Quantitative Methods Using SAS I','T','13:00:00','15:50:00','P. Joski',3.0,2.4),"
645,HPM,587,Advanced Research Methods,T,11:00:00,11:50:00,P. Joski,3,2.4,"('HPM',587,'Advanced Research Methods','T','11:00:00','11:50:00','P. Joski',3.0,2.4),"
646,IBS,500,Current Topics In Bioscience,Th,17:30:00,18:30:00,Team,3,2.4,"('IBS',500,'Current Topics In Bioscience','Th','17:30:00','18:30:00','Team',3.0,2.4),"
647,IBS,504,Intro Prokaryotic Molecular Genetics,TTh,10:00:00,12:00:00,Staff,3,2.4,"('IBS',504,'Intro Prokaryotic Molecular Genetics','TTh','10:00:00','12:00:00','Staff',3.0,2.4),"
648,IBS,515,Current Topics in Molecular Genetics,T,15:00:00,17:00:00,Team,3,2.4,"('IBS',515,'Current Topics in Molecular Genetics','T','15:00:00','17:00:00','Team',3.0,2.4),"
649,IBS,523,Cancer BIology I,TTh,8:30:00,10:30:00,M. Gilbert-Ross,3,2.4,"('IBS',523,'Cancer BIology I','TTh','08:30:00','10:30:00','M. Gilbert-Ross',3.0,2.4),"
650,IBS,530,Frontiers in Neuroscience,F,11:30:00,13:30:00,M. Rowan,3,2.4,"('IBS',530,'Frontiers in Neuroscience','F','11:30:00','13:30:00','M. Rowan',3.0,2.4),"
651,IBS,531,Introduction to Molecular and Systems Pharmacology I,MTWThF,9:00:00,11:00:00,A. Rezvan,3,2.4,"('IBS',531,'Introduction to Molecular and Systems Pharmacology I','MTWThF','09:00:00','11:00:00','A. Rezvan',3.0,2.4),"
652,IBS,535,Behavioral Neuroendocrinology,Th,13:00:00,15:00:00,Sanchez/Michopoulos,1,5,"('IBS',535,'Behavioral Neuroendocrinology','Th','13:00:00','15:00:00','Sanchez/Michopoulos',1.0,5.0),"
653,IBS,542,Concepts Of Immunology,MWF,12:00:00,13:30:00,H. Kissick,3,2.4,"('IBS',542,'Concepts Of Immunology','MWF','12:00:00','13:30:00','H. Kissick',3.0,2.4),"
654,IBS,546,Presenting Genetics,T,12:00:00,13:00:00,Benian/Deal,3.5,3.5,"('IBS',546,'Presenting Genetics','T','12:00:00','13:00:00','Benian/Deal',3.5,3.5),"
655,IBS,560,Model Genetic Systems,Th,14:30:00,17:00:00,D. Reines,3,2.4,"('IBS',560,'Model Genetic Systems','Th','14:30:00','17:00:00','D. Reines',3.0,2.4),"
656,IBS,590,Becoming a Successful Scientist,MW,10:00:00,11:15:00,McBride/LaRock,3,2.4,"('IBS',590,'Becoming a Successful Scientist','MW','10:00:00','11:15:00','McBride/LaRock',3.0,2.4),"
657,IBS,595,Ecology,TTh,10:00:00,11:15:00,D. Civitello,3,2.4,"('IBS',595,'Ecology','TTh','10:00:00','11:15:00','D. Civitello',3.0,2.4),"
658,IBS,690,Laboratory Animal Pathology and Problem-based Learning,Th,16:00:00,16:50:00,M. Roy,3,2.4,"('IBS',690,'Laboratory Animal Pathology and Problem-based Learning','Th','16:00:00','16:50:00','M. Roy',3.0,2.4),"
659,IBS,741,Computational Systems Biology: Modeling Biological Responses,Th,13:00:00,14:50:00,Q. Zhang,3,2.4,"('IBS',741,'Computational Systems Biology: Modeling Biological Responses','Th','13:00:00','14:50:00','Q. Zhang',3.0,2.4),"
660,IBS,746,Graduate Human Genetics,TTh,9:45:00,11:45:00,J. Fridovich-Keil,3,2.4,"('IBS',746,'Graduate Human Genetics','TTh','09:45:00','11:45:00','J. Fridovich-Keil',3.0,2.4),"
661,IBS,761,Cancer Pharmacology,TTh,9:00:00,11:00:00,S. Rafiq,3,2.4,"('IBS',761,'Cancer Pharmacology','TTh','09:00:00','11:00:00','S. Rafiq',3.0,2.4),"
662,ICIVS,720,Islamic Civilizations Studies,W,14:30:00,17:15:00,V. Cornell,4.3,2.4,"('ICIVS',720,'Islamic Civilizations Studies','W','14:30:00','17:15:00','V. Cornell',4.3,2.4),"
663,ICIVS,770,Special Topics in ICIVS: Oneness of Being,Th,14:30:00,17:15:00,S. Kugle,5,4,"('ICIVS',770,'Special Topics in ICIVS: Oneness of Being','Th','14:30:00','17:15:00','S. Kugle',5.0,4.0),"
664,ICIVS,770,"Special Topics in ICIVS: Gender,Sexuality,Mughal World",M,13:00:00,15:45:00,R. Lal,2.3,3.4,"('ICIVS',770,'Special Topics in ICIVS: Gender,Sexuality,Mughal World','M','13:00:00','15:45:00','R. Lal',2.3,3.4),"
665,IDS,190,Fresh Sem: IDS: The Power of Storytelling,TTh,13:00:00,14:15:00,Loudermilk/Deighton,3,2.4,"('IDS',190,'Fresh Sem: IDS: The Power of Storytelling','TTh','13:00:00','14:15:00','Loudermilk/Deighton',3.0,2.4),"
666,IDS,200,Interdisciplinary Foundations,MW,8:30:00,9:45:00,P. Wakefield,3,2.4,"('IDS',200,'Interdisciplinary Foundations','MW','08:30:00','09:45:00','P. Wakefield',3.0,2.4),"
667,IDS,205,Science & the Nature of Evidence,MW,10:00:00,11:15:00,A. Eisen,4.2,3.8,"('IDS',205,'Science & the Nature of Evidence','MW','10:00:00','11:15:00','A. Eisen',4.2,3.8),"
668,IDS,216,Visual Culture,TTh,10:00:00,11:15:00,R. Deighton,3,2.4,"('IDS',216,'Visual Culture','TTh','10:00:00','11:15:00','R. Deighton',3.0,2.4),"
669,IDS,285,Intro.Interdisciplinary Topics: Imperial Russian Culture,TTh,14:30:00,15:45:00,J. Apkarian,3.5,2.4,"('IDS',285,'Intro.Interdisciplinary Topics: Imperial Russian Culture','TTh','14:30:00','15:45:00','J. Apkarian',3.5,2.4),"
670,IDS,385,Special Topics: Qualitative Methods,MW,13:00:00,14:15:00,M. Risjord,5,2.4,"('IDS',385,'Special Topics: Qualitative Methods','MW','13:00:00','14:15:00','M. Risjord',5.0,2.4),"
671,IDS,385,Special Topics: Memory and Memoir,TTh,14:30:00,15:45:00,C. Blakeley,5,3.3,"('IDS',385,'Special Topics: Memory and Memoir','TTh','14:30:00','15:45:00','C. Blakeley',5.0,3.3),"
672,IDS,385,Special Topics: Reflections on Neurodiversity,TTh,13:00:00,14:15:00,Segall/Bohlke,4,4,"('IDS',385,'Special Topics: Reflections on Neurodiversity','TTh','13:00:00','14:15:00','Segall/Bohlke',4.0,4.0),"
673,IDS,385,Special Topics: Tales of Citizenship,MW,11:30:00,12:45:00,P. Wakefield,3,2.4,"('IDS',385,'Special Topics: Tales of Citizenship','MW','11:30:00','12:45:00','P. Wakefield',3.0,2.4),"
674,INFO,534,Applied Machine Learning,T,10:00:00,11:50:00,M. Lau,3,2.4,"('INFO',534,'Applied Machine Learning','T','10:00:00','11:50:00','M. Lau',3.0,2.4),"
675,ISOM,354,Strategic Modeling and Social Dynamics,TTh,11:30:00,12:45:00,M. Prietula,2.5,3.5,"('ISOM',354,'Strategic Modeling and Social Dynamics','TTh','11:30:00','12:45:00','M. Prietula',2.5,3.5),"
676,ISOM,355,Appcology: New Commerce Infrastructure,W,18:30:00,21:30:00,B. Konsynski,3,2.5,"('ISOM',355,'Appcology: New Commerce Infrastructure','W','18:30:00','21:30:00','B. Konsynski',3.0,2.5),"
677,ISOM,453,Operations Strategy,MW,14:30:00,15:45:00,E. Rosenzweig,3,2.4,"('ISOM',453,'Operations Strategy','MW','14:30:00','15:45:00','E. Rosenzweig',3.0,2.4),"
678,ISOM,456,Intro. to Business Data Analytics,MW,13:00:00,14:15:00,Staff,3,2.4,"('ISOM',456,'Intro. to Business Data Analytics','MW','13:00:00','14:15:00','Staff',3.0,2.4),"
679,ISOM,459,Process Analysis & Six Sigma,Th,18:30:00,21:30:00,G. Easton,3,2.4,"('ISOM',459,'Process Analysis & Six Sigma','Th','18:30:00','21:30:00','G. Easton',3.0,2.4),"
680,ISOM,475,Data Visualization,TTh,10:00:00,11:15:00,Staff,3,2.4,"('ISOM',475,'Data Visualization','TTh','10:00:00','11:15:00','Staff',3.0,2.4),"
681,ISOM,575,Data Visualization,TTh,11:30:00,12:45:00,Staff,3,2.4,"('ISOM',575,'Data Visualization','TTh','11:30:00','12:45:00','Staff',3.0,2.4),"
682,ISOM,640,Coding for Financial Insights,TTh,16:00:00,17:15:00,G. Easton,3,2.4,"('ISOM',640,'Coding for Financial Insights','TTh','16:00:00','17:15:00','G. Easton',3.0,2.4),"
683,ISOM,641,Analysis and Visualization,MW,16:00:00,17:15:00,Staff,3,2.4,"('ISOM',641,'Analysis and Visualization','MW','16:00:00','17:15:00','Staff',3.0,2.4),"
684,ISOM,653,Operations Strategy,MW,13:00:00,14:15:00,E. Rosenzweig,3,2.4,"('ISOM',653,'Operations Strategy','MW','13:00:00','14:15:00','E. Rosenzweig',3.0,2.4),"
685,ISOM,656,Introduction to Business Data Analytics,MW,10:00:00,11:15:00,Staff,3,2.4,"('ISOM',656,'Introduction to Business Data Analytics','MW','10:00:00','11:15:00','Staff',3.0,2.4),"
686,ITAL,190,Freshmen Seminar: Italian,MW,11:30:00,12:45:00,C. Ristaino,4.7,1.9,"('ITAL',190,'Freshmen Seminar: Italian','MW','11:30:00','12:45:00','C. Ristaino',4.7,1.9),"
687,ITAL,301,"Language & Culture, Adv. I",TTh,11:30:00,12:45:00,G. Waters,3,2.4,"('ITAL',301,'Language & Culture, Adv. I','TTh','11:30:00','12:45:00','G. Waters',3.0,2.4),"
688,ITAL,365,Sustainable Food and Italy,MW,14:30:00,15:45:00,S. Muratore,4.4,1.5,"('ITAL',365,'Sustainable Food and Italy','MW','14:30:00','15:45:00','S. Muratore',4.4,1.5),"
689,ITAL,375,Tops in Ital Lit in Trans,MW,14:30:00,15:45:00,S. Muratore,4.4,1.5,"('ITAL',375,'Tops in Ital Lit in Trans','MW','14:30:00','15:45:00','S. Muratore',4.4,1.5),"
690,ITAL,470,Topics in Italian Literature,TTh,13:00:00,14:15:00,A. Porcarelli,3,2.4,"('ITAL',470,'Topics in Italian Literature','TTh','13:00:00','14:15:00','A. Porcarelli',3.0,2.4),"
691,JPN,232,Language Usage in Japanese Society,MW,10:00:00,11:15:00,M. Mazzotta,5,2.5,"('JPN',232,'Language Usage in Japanese Society','MW','10:00:00','11:15:00','M. Mazzotta',5.0,2.5),"
692,JPN,234,Introduction to Japanese Linguistics,TTh,14:30:00,15:45:00,S. Goss,2.3,3.1,"('JPN',234,'Introduction to Japanese Linguistics','TTh','14:30:00','15:45:00','S. Goss',2.3,3.1),"
693,JPN,301,Adv Conversation & Composition,TTh,17:30:00,18:45:00,Staff,3,2.4,"('JPN',301,'Adv Conversation & Composition','TTh','17:30:00','18:45:00','Staff',3.0,2.4),"
694,JPN,351,Business Japanese,MW,13:00:00,14:15:00,M. Mazzotta,5,2.5,"('JPN',351,'Business Japanese','MW','13:00:00','14:15:00','M. Mazzotta',5.0,2.5),"
695,JPN,361,Genji: Sensuality & Salvation,TTh,10:00:00,11:15:00,C. Crowley,3.7,2.3,"('JPN',361,'Genji: Sensuality & Salvation','TTh','10:00:00','11:15:00','C. Crowley',3.7,2.3),"
696,JPN,372,Modern Jpn Lit in Engl Translation,TTh,16:00:00,17:15:00,J. Bullock,3.8,3.6,"('JPN',372,'Modern Jpn Lit in Engl Translation','TTh','16:00:00','17:15:00','J. Bullock',3.8,3.6),"
697,JPN,401,Adv Language & Cultural Studies I,TTh,13:00:00,14:15:00,S. Goss,2.3,3.1,"('JPN',401,'Adv Language & Cultural Studies I','TTh','13:00:00','14:15:00','S. Goss',2.3,3.1),"
698,JS,190,Freshman Seminar,M,14:30:00,17:15:00,C. Perry,3.6,3.6,"('JS',190,'Freshman Seminar','M','14:30:00','17:15:00','C. Perry',3.6,3.6),"
699,JS,190,Freshman Seminar: Islamophobia/Antisemitism,MW,10:00:00,11:15:00,G. Levin,3,2.4,"('JS',190,'Freshman Seminar: Islamophobia/Antisemitism','MW','10:00:00','11:15:00','G. Levin',3.0,2.4),"
700,JS,225,Introduction to Judaism,TTh,11:30:00,12:45:00,M. Berger,4.7,3.1,"('JS',225,'Introduction to Judaism','TTh','11:30:00','12:45:00','M. Berger',4.7,3.1),"
701,JS,258,Anthropology of the Jews,TTh,10:00:00,11:15:00,D. Seeman,3,2.4,"('JS',258,'Anthropology of the Jews','TTh','10:00:00','11:15:00','D. Seeman',3.0,2.4),"
702,JS,271,Topics in Jewish History: US-Israel Relations,MW,11:30:00,12:45:00,G. Levin,3,2.4,"('JS',271,'Topics in Jewish History: US-Israel Relations','MW','11:30:00','12:45:00','G. Levin',3.0,2.4),"
703,JS,273,Topics in Jewish Rel & Culture: Children and the Holocaust,TTh,11:30:00,12:45:00,Udel/Podbielska,4.5,2,"('JS',273,'Topics in Jewish Rel & Culture: Children and the Holocaust','TTh','11:30:00','12:45:00','Udel/Podbielska',4.5,2.0),"
704,JS,273,Topics in Jewish Rel & Culture: Jewish Women in Modern World,MW,13:00:00,14:15:00,K. Rosenblatt,4.2,1.6,"('JS',273,'Topics in Jewish Rel & Culture: Jewish Women in Modern World','MW','13:00:00','14:15:00','K. Rosenblatt',4.2,1.6),"
705,JS,273,Topics in Jewish Rel & Culture: Gender/Sexuality/Holocaust,TTh,14:30:00,15:45:00,A. Podbielska,3,2.4,"('JS',273,'Topics in Jewish Rel & Culture: Gender/Sexuality/Holocaust','TTh','14:30:00','15:45:00','A. Podbielska',3.0,2.4),"
706,JS,280,Special Topics in Jewish Studies: Citizenship/Law/Exclusion,MW,13:00:00,14:15:00,T. Menashe,3,2.4,"('JS',280,'Special Topics in Jewish Studies: Citizenship/Law/Exclusion','MW','13:00:00','14:15:00','T. Menashe',3.0,2.4),"
707,JS,329,American Jewish History,MW,10:00:00,11:15:00,E. Goldstein,2.8,2.8,"('JS',329,'American Jewish History','MW','10:00:00','11:15:00','E. Goldstein',2.8,2.8),"
708,JS,348,Israeli-Palestinian Literature,MW,14:30:00,15:45:00,O. Yeglin,3.2,3.6,"('JS',348,'Israeli-Palestinian Literature','MW','14:30:00','15:45:00','O. Yeglin',3.2,3.6),"
709,JS,371,Topics in Jewish History: Ethnic Experience in America,TTh,17:30:00,18:45:00,J. Prude,3,2.4,"('JS',371,'Topics in Jewish History: Ethnic Experience in America','TTh','17:30:00','18:45:00','J. Prude',3.0,2.4),"
710,JS,375,Topics In Jewish Literature: Holocaust Literature,MW,11:30:00,12:45:00,O. Yeglin,3.2,3.6,"('JS',375,'Topics In Jewish Literature: Holocaust Literature','MW','11:30:00','12:45:00','O. Yeglin',3.2,3.6),"
711,JS,380,Special Topics in Jewish Studies: Walter Benjamin:Cul Prod & Rev,MW,13:00:00,14:15:00,Voigt/Smith,3.9,3,"('JS',380,'Special Topics in Jewish Studies: Walter Benjamin:Cul Prod & Rev','MW','13:00:00','14:15:00','Voigt/Smith',3.9,3.0),"
712,JS,435,Hebrew of the Israeli Media: Hebrew of the Israeli\ Media,T,16:00:00,18:45:00,P. Kahlon,3,2.4,"('JS',435,'Hebrew of the Israeli Media: Hebrew of the Israeli\ Media','T','16:00:00','18:45:00','P. Kahlon',3.0,2.4),"
713,JS,449,Uncovering Emory's Past,W,13:00:00,15:45:00,E. Goldstein,2.8,2.8,"('JS',449,'Uncovering Emory's Past','W','13:00:00','15:45:00','E. Goldstein',2.8,2.8),"
714,KRN,260,East Asia: 1500 to Present,MW,13:00:00,14:15:00,Andrade/Cho,4.6,3,"('KRN',260,'East Asia: 1500 to Present','MW','13:00:00','14:15:00','Andrade/Cho',4.6,3.0),"
715,KRN,383,Modern Korean Literature in Translation,TTh,10:00:00,11:15:00,J. Medina,4.1,2.8,"('KRN',383,'Modern Korean Literature in Translation','TTh','10:00:00','11:15:00','J. Medina',4.1,2.8),"
716,KRN,401,High Advanced Korean I,MW,14:30:00,15:45:00,M. Pang,3,2.4,"('KRN',401,'High Advanced Korean I','MW','14:30:00','15:45:00','M. Pang',3.0,2.4),"
717,LA,503,Leading the Congregation,Th,14:30:00,16:30:00,L. Goodpaster,3,2.4,"('LA',503,'Leading the Congregation','Th','14:30:00','16:30:00','L. Goodpaster',3.0,2.4),"
718,LACS,101,Intro To Latin American Studies,TTh,14:30:00,15:45:00,R. Goddard,3.2,1.6,"('LACS',101,'Intro To Latin American Studies','TTh','14:30:00','15:45:00','R. Goddard',3.2,1.6),"
719,LACS,190,Freshman Seminar: Latin American and Caribbean Studies: Writing Bodies in the World,W,13:00:00,15:45:00,T. Yanique,5,4,"('LACS',190,'Freshman Seminar: Latin American and Caribbean Studies: Writing Bodies in the World','W','13:00:00','15:45:00','T. Yanique',5.0,4.0),"
720,LACS,263,Plantation to Postcolonial,TTh,8:30:00,9:45:00,R. Goddard,3.2,1.6,"('LACS',263,'Plantation to Postcolonial','TTh','08:30:00','09:45:00','R. Goddard',3.2,1.6),"
721,LACS,270,Topics: Latin Americn Issues: Law & Social Justice,TTh,13:00:00,14:15:00,A. Chira,5,2.7,"('LACS',270,'Topics: Latin Americn Issues: Law & Social Justice','TTh','13:00:00','14:15:00','A. Chira',5.0,2.7),"
722,LACS,385,Special Topics in Latin American and Caribbean Studies: Reimagining the Caribbean,MW,13:00:00,14:15:00,A. Finch,3,2.4,"('LACS',385,'Special Topics in Latin American and Caribbean Studies: Reimagining the Caribbean','MW','13:00:00','14:15:00','A. Finch',3.0,2.4),"
723,LACS,385,Special Topics in Latin American and Caribbean Studies: Racism in the Asian Diaspora,W,16:00:00,18:45:00,Staff,3,2.4,"('LACS',385,'Special Topics in Latin American and Caribbean Studies: Racism in the Asian Diaspora','W','16:00:00','18:45:00','Staff',3.0,2.4),"
724,LACS,409,Medical Discourse in Latin America,TTh,10:00:00,11:15:00,X. Marsilli-Vargas,5,4,"('LACS',409,'Medical Discourse in Latin America','TTh','10:00:00','11:15:00','X. Marsilli-Vargas',5.0,4.0),"
725,LAT,201,Intermediate Latin: Prose,TTh,13:00:00,14:15:00,E. Master,5,2.3,"('LAT',201,'Intermediate Latin: Prose','TTh','13:00:00','14:15:00','E. Master',5.0,2.3),"
726,LAT,370,Spec Topics: Latin Literature,MW,11:30:00,12:45:00,Staff,3,2.4,"('LAT',370,'Spec Topics: Latin Literature','MW','11:30:00','12:45:00','Staff',3.0,2.4),"
727,LAW,500,Business Associations,TTh,10:45:00,12:15:00,R. Freer,3,2.4,"('LAW',500,'Business Associations','TTh','10:45:00','12:15:00','R. Freer',3.0,2.4),"
728,LAW,504,Advanced Appellate Advocacy,TTh,9:00:00,10:30:00,J. Romig,3,2.4,"('LAW',504,'Advanced Appellate Advocacy','TTh','09:00:00','10:30:00','J. Romig',3.0,2.4),"
729,LAW,560,"Am Legal Writing, Analysis & Research",MW,9:00:00,10:15:00,N. Daspit,3,2.4,"('LAW',560,'Am Legal Writing, Analysis & Research','MW','09:00:00','10:15:00','N. Daspit',3.0,2.4),"
730,LAW,560,"American Legal Writing, Analysis & Research II",M,14:00:00,15:15:00,N. Daspit,3,2.4,"('LAW',560,'American Legal Writing, Analysis & Research II','M','14:00:00','15:15:00','N. Daspit',3.0,2.4),"
731,LAW,570,Intro to Am. Legal System,T,14:00:00,16:00:00,P. Koster,3,2.4,"('LAW',570,'Intro to Am. Legal System','T','14:00:00','16:00:00','P. Koster',3.0,2.4),"
732,LAW,609,Internat'l Commercial Arbitration,M,16:00:00,19:00:00,C. Reetz,3,2.4,"('LAW',609,'Internat'l Commercial Arbitration','M','16:00:00','19:00:00','C. Reetz',3.0,2.4),"
733,LAW,617,Advanced Commercial Real Estate,Th,14:00:00,17:00:00,D. Minkin,3,2.4,"('LAW',617,'Advanced Commercial Real Estate','Th','14:00:00','17:00:00','D. Minkin',3.0,2.4),"
734,LAW,620,European Union Law,MW,10:30:00,12:00:00,M. Tulibacka,3,2.4,"('LAW',620,'European Union Law','MW','10:30:00','12:00:00','M. Tulibacka',3.0,2.4),"
735,LAW,622,Const'l Crim Procedure:Investigations,MW,10:30:00,12:00:00,T. Jacobi,3,2.4,"('LAW',622,'Const'l Crim Procedure:Investigations','MW','10:30:00','12:00:00','T. Jacobi',3.0,2.4),"
736,LAW,622,Criminal Proc: Adjudication,MW,10:30:00,12:00:00,Staff,3,2.4,"('LAW',622,'Criminal Proc: Adjudication','MW','10:30:00','12:00:00','Staff',3.0,2.4),"
737,LAW,622,Criminal Competency and Responsibility Practicum,MW,10:30:00,12:00:00,M. Flanagan,3,2.4,"('LAW',622,'Criminal Competency and Responsibility Practicum','MW','10:30:00','12:00:00','M. Flanagan',3.0,2.4),"
738,LAW,623,Canon Law,Th,10:30:00,12:30:00,B. Austin,3,2.4,"('LAW',623,'Canon Law','Th','10:30:00','12:30:00','B. Austin',3.0,2.4),"
739,LAW,624,Human Sex Trafficking,TTh,16:00:00,17:30:00,H. Sanders,3,2.4,"('LAW',624,'Human Sex Trafficking','TTh','16:00:00','17:30:00','H. Sanders',3.0,2.4),"
740,LAW,627,Islamic Finance,TTh,10:30:00,12:00:00,L. Bambach,3,2.4,"('LAW',627,'Islamic Finance','TTh','10:30:00','12:00:00','L. Bambach',3.0,2.4),"
741,LAW,628,"Law, Sustainability and Development",MW,10:30:00,12:00:00,A. Samandari,3,2.4,"('LAW',628,'Law, Sustainability and Development','MW','10:30:00','12:00:00','A. Samandari',3.0,2.4),"
742,LAW,632,Forensic Evidence,T,18:30:00,21:30:00,E. Prokesch,3,2.4,"('LAW',632,'Forensic Evidence','T','18:30:00','21:30:00','E. Prokesch',3.0,2.4),"
743,LAW,635,Child Welfare Law and Policy,T,16:00:00,18:00:00,J. Bruce,3,2.4,"('LAW',635,'Child Welfare Law and Policy','T','16:00:00','18:00:00','J. Bruce',3.0,2.4),"
744,LAW,635,Barton Child Law & Pol Clinic,F,12:00:00,14:00:00,M. Carter,3,2.4,"('LAW',635,'Barton Child Law & Pol Clinic','F','12:00:00','14:00:00','M. Carter',3.0,2.4),"
745,LAW,640,Fundamentals of Income Taxation,TTh,9:00:00,10:30:00,S. Donaldson,3,2.4,"('LAW',640,'Fundamentals of Income Taxation','TTh','09:00:00','10:30:00','S. Donaldson',3.0,2.4),"
746,LAW,643,Family Law II,TTh,8:30:00,10:00:00,M. Carter,3,2.4,"('LAW',643,'Family Law II','TTh','08:30:00','10:00:00','M. Carter',3.0,2.4),"
747,LAW,648,Advanced Legal Writing and Editing,M,16:00:00,18:00:00,J. Schwartz,3,2.4,"('LAW',648,'Advanced Legal Writing and Editing','M','16:00:00','18:00:00','J. Schwartz',3.0,2.4),"
748,LAW,649,Writing for Judicial Chambers,T,13:00:00,15:00:00,J. Mathews,3,2.4,"('LAW',649,'Writing for Judicial Chambers','T','13:00:00','15:00:00','J. Mathews',3.0,2.4),"
749,LAW,651,Labor Law,T,14:00:00,16:00:00,J. Hunt,3,2.4,"('LAW',651,'Labor Law','T','14:00:00','16:00:00','J. Hunt',3.0,2.4),"
